paperId,title,year,venue,citationCount,doi,query
d58f2f355613921f878ca54d0e17e32747d8c47f,Comparing Multi-Armed Bandit Algorithms and Q-learning for Multiagent Action Selection: a Case Study in Route Choice,2018,IEEE International Joint Conference on Neural Network,18,10.1109/IJCNN.2018.8489655,reinforcement learning route choice
338da3b2ea247e81604da122bf95833b12734797,Intelligent Traffic Network Control in the Era of Internet of Vehicles,2021,IEEE Transactions on Vehicular Technology,17,10.1109/TVT.2021.3105478,deep reinforcement learning dynamic routing traffic
dfbadc19abc4bb48f5b7c8fd7689c790a733f18a,Behaviorally-Aware Multi-Agent RL With Dynamic Optimization for Autonomous Driving,2025,IEEE Transactions on Automation Science and Engineering,17,10.1109/TASE.2025.3527327,reinforcement learning adaptive route guidance transportation
d345eb58a23592cf92e56bc7d9de89eb69cc1432,Actor-Critic based Deep Reinforcement Learning Framework for Energy Management of Extended Range Electric Delivery Vehicles,2019,2019 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),16,10.1109/AIM.2019.8868667,deep reinforcement learning route guidance
7cbbe64fdae8be242041403509d57ef521ac5762,Toll-Based Learning for Minimising Congestion under Heterogeneous Preferences,2020,Adaptive Agents and Multi-Agent Systems,15,10.65109/dzcu8586,reinforcement learning route choice
2e21a97a78fe1dfeaf195fae9aae457958dc1dc7,Toll-based reinforcement learning for efficient equilibria in route choice,2020,Knowledge engineering review (Print),14,10.1017/S0269888920000119,reinforcement learning adaptive route guidance transportation
d68d440e108227babe251a216c3a2809ac74d2f4,Perceptual Salience and Reward Both Influence Feedback-Related Neural Activity Arising from Choice,2015,Journal of Neuroscience,14,10.1523/JNEUROSCI.1601-15.2015,day-to-day route choice reinforcement learning
81533d39f3f1f7395d6a3d72e7e4bd42308482f1,Day-to-Day Market Power and Efficiency in Tradable Mobility Credits,2015,,13,10.1260/2046-0430.4.3.209,reinforcement learning adaptive route guidance transportation
0d508be203286809d5a7c1da6fd7be86967c0e1d,Itinerary Planning via Deep Reinforcement Learning,2020,International Conference on Multimedia Retrieval,12,10.1145/3372278.3390727,deep reinforcement learning route guidance
b39aecbf900ebdcc4846324ec887d981247df29f,AlphaRoute: Large-Scale Coordinated Route Planning via Monte Carlo Tree Search,2023,AAAI Conference on Artificial Intelligence,10,10.1609/aaai.v37i10.26422,reinforcement learning route guidance
8895fed3c769ca2ba071458240db3a2e7e311ce9,Attention-Based Distributional Reinforcement Learning for Safe and Efficient Autonomous Driving,2024,IEEE Robotics and Automation Letters,9,10.1109/LRA.2024.3427551,reinforcement learning traffic routing urban
2fb608c04fd23ec80debc4f1cce0376e58d319be,Deep Reinforcement Learning-Based Multi-Object Adaptive Route Planning for Traveling Recommender Systems,2023,IEEE Access,8,10.1109/ACCESS.2023.3327273,deep reinforcement learning route guidance
92aa42a5f923cd56fe10bea75984a0105a7d82fd,Towards Designing Optimal Reward Functions in Multi-Agent Reinforcement Learning Problems,2018,IEEE International Joint Conference on Neural Network,8,10.1109/IJCNN.2018.8489029,dynamic traffic assignment reinforcement learning
6f16a1b3d374b27758a81b08f96941b0a263e335,Book Your Green Wave: Exploiting Navigation Information for Intelligent Traffic Signal Control,2022,IEEE Transactions on Vehicular Technology,7,10.1109/TVT.2022.3176620,deep reinforcement learning dynamic routing traffic
5034b9c1c0376550637f451819331574651e7b7b,Open source map matching with Markov decision processes: A new method and a detailed benchmark with existing approaches,2023,Trans. GIS,7,10.1111/tgis.13107,Markov decision process route guidance
447db49ee978be0827e2d873a4a5bbed53f873c3,Impact of Collective Behaviors of Autonomous Vehicles on Urban Traffic Dynamics: A Multi-Agent Reinforcement Learning Approach,2025,arXiv.org,6,10.48550/arXiv.2509.22216,reinforcement learning route choice
6b1d67427bcd4b14cf2c805035c2ba11bb821c59,Comparing Route Choice Models for Managed Lane Networks with Multiple Entrances and Exits,2019,Transportation Research Record,6,10.1177/0361198119848706,Markov decision process route guidance
e554f6a161b6abaac4a16670b9e19eac1ebd3211,A Review on Reinforcement Learning based News Recommendation Systems and its challenges,2021,International Conference on Adaptive and Intelligent Systems,6,10.1109/ICAIS50930.2021.9395812,trip recommendation deep reinforcement learning
32fda77a006244ee01fb8d9cd4bda35017259186,Optimizing City-Scale Traffic Through Modeling Observations of Vehicle Movements,2019,IEEE transactions on intelligent transportation systems (Print),5,10.1109/TITS.2021.3094758,deep reinforcement learning dynamic routing traffic
a07aad35a156122078f7090f00e2e97013fd9bd1,Advanced Decision Making and Motion Planning Framework for Autonomous Navigation in Unsignalized Intersections,2024,IEEE Access,5,10.1109/ACCESS.2024.3487195,deep Q-network path planning vehicle traffic
339eea4a37c62557253536e46742778a184b103d,A Distributed Assignment Method for Dynamic Traffic Assignment Using Heterogeneous-Adviser Based Multi-Agent Reinforcement Learning,2020,IEEE Access,5,10.1109/ACCESS.2020.3018267,reinforcement learning adaptive route guidance transportation
b38cc4648bc13f3fba6caf25c4f27f666b8e2334,Centralized Q-Learning based Routing in EH-WSNs with Dual Alternative Batteries,2020,Journal of Physics: Conference Series,5,10.1088/1742-6596/1544/1/012083,reinforcement learning route choice
0e1ea6c2ed3d8003a9be3952680af8a71c42fb96,Efficient Twin Migration in Vehicular Metaverses: Multi-Agent Split Deep Reinforcement Learning With Spatio-Temporal Trajectory Generation,2025,IEEE Transactions on Mobile Computing,5,10.1109/TMC.2025.3558918,multi-agent reinforcement learning vehicle navigation
04311aeb37dcdac68ead34fc348e13e6d941144f,Multi-Agent Reinforcement Learning for Assessing False-Data Injection Attacks on Transportation Networks,2023,Adaptive Agents and Multi-Agent Systems,4,10.5555/3635637.3662901,reinforcement learning adaptive route guidance transportation
e77a205defbdaeea083f7c7dd76489e87a6a6056,A Hybrid Evolutionary and Multiagent Reinforcement Learning Approach to Accelerate the Computation of Traffic Assignment: (Extended Abstract),2015,Adaptive Agents and Multi-Agent Systems,4,10.65109/nsnf8578,reinforcement learning adaptive route guidance transportation
b4f6f4dc80b64422208a71fb868442623b140658,Efficient-Enhanced Reinforcement Learning for Autonomous Driving in Urban Traffic Scenarios,2023,2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),4,10.1109/ITSC57777.2023.10422557,reinforcement learning traffic routing urban
755f08c1d8664a7af9d5939aed575683cda775ff,Critical State Detection for Adversarial Attacks in Deep Reinforcement Learning,2021,International Conference on Machine Learning and Applications,4,10.1109/ICMLA52953.2021.00279,deep reinforcement learning travel time route
6c9ef44fe8f24a29b032a2bf0ee469fa57f69df0,Intelligent QV2X Routing for Traffic Management in Consumer IoV Using STGNN and Reinforcement Learning,2025,IEEE transactions on consumer electronics,4,10.1109/TCE.2025.3544833,route recommendation reinforcement learning vehicle
dd0288eb6d32656f571b139a20cd8c272ea060a3,EVPRT: A MARL-Based Approach for Efficient Passage of Emergency Vehicles in Urban Vehicular Networks,2023,Global Communications Conference,3,10.1109/GLOBECOM54140.2023.10436848,deep reinforcement learning dynamic routing traffic
5108d51b0f8a82114f131fbb63d5845812d3c6f5,Federated Multi-Agent Deep Reinforcement Learning-Based Competitive Pricing Strategy for Charging Station Operators,2025,"IEEE Transactions on Energy Markets, Policy and Regulation",3,10.1109/TEMPR.2025.3558414,deep reinforcement learning traffic assignment network
01c40c702399279b6dded2c208da0b0de9236190,Accelerating route choice learning with experience sharing in a commuting scenario: An agent-based approach,2020,AI Communications,3,10.3233/AIC-201582,reinforcement learning route choice
9615df18c965432bf3bba1ce506f00ec94302bb8,Reinforcement learning‐based approach for urban road project scheduling considering alternative closure types,2024,Comput. Aided Civ. Infrastructure Eng.,3,10.1111/mice.13365,reinforcement learning route choice
53d0cdec73981d4101c474645d8b08cf08361fd8,Robust Route Planning with Distributional Reinforcement Learning in a Stochastic Road Network Environment,2023,2023 20th International Conference on Ubiquitous Robots (UR),3,10.1109/UR57808.2023.10202222,deep reinforcement learning road network routing
b821a601e6980c1e1f3e7abc46578c0867dd515d,Canadian Traveler Problem with Neutralizations,2019,Expert systems with applications,3,10.1016/J.ESWA.2019.05.001,Markov decision process route guidance
4a9b9d5f441c5561e511b8e03f836f405367496e,Integrated mode of transport: a predictive model for route guidance,2020,,2,10.1108/ijius-09-2020-0040,reinforcement learning adaptive route guidance transportation
4ae01084078b64a0682effb503514ec87a179bf4,On the Role of Reward Functions for Reinforcement Learning in the Traffic Assignment Problem,2020,IEEE International Joint Conference on Neural Network,2,10.1109/IJCNN48605.2020.9207403,deep reinforcement learning traffic assignment network
60c96f352c1f426f3aa2b0035c3de3c9974ee381,Using Car to Infrastructure Communication to Accelerate Learning in Route Choice,2021,Journal of Information and Data Management,2,10.5753/jidm.2021.1935,reinforcement learning route choice
2fba3143a6b66ab56b95176f0dc3e3db3f6e1f0a,Reinforcement Learning for Dynamic Traffic Management: A Scalable Approach to Congestion Reduction,2025,"2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",2,10.1109/ACDSA65407.2025.11165977,reinforcement learning vehicle route optimization
3d16425c55b2ddd8f7a497cf00b9146e5545e641,Personalized and Context-aware Route Planning for Edge-assisted Vehicles,2024,arXiv.org,2,10.48550/arXiv.2407.17980,reinforcement learning vehicle route optimization
ecac516a2979fe29fcd54571a06b85c6fc0a067f,Urban Sensing for Multi-Destination Workers via Deep Reinforcement Learning,2024,IEEE International Conference on Data Engineering,2,10.1109/ICDE60146.2024.00318,reinforcement learning origin destination routing traffic
aa46616a4d215204c16b36f4b5bf27f00d63289a,Turn-by-turn Intelligent Manoeuvring of Driverless Taxis: A Recursive Value Model Enhanced by Reinforcement Learning,2018,2018 IEEE Intelligent Vehicles Symposium (IV),2,10.1109/IVS.2018.8500361,reinforcement learning origin destination routing traffic
d1303025621dd2deae3c6fd19e44ae86e83dd6aa,Privacy-preserving Intelligent Traffic Light Control,2020,Global Communications Conference,2,10.1109/GLOBECOM42002.2020.9347948,deep Q-network route guidance
138126b732057be74af5bc8a9f3e20488a181770,"An Autonomous Driving Model Integrated with BEV-V2X Perception, Fusion Prediction of Motion and Occupancy, and Driving Planning, in Complex Traffic Intersections",2023,,2,,connected automated vehicle route guidance reinforcement learning
7016e2dcce279d5773c54bde66b070b6ed0ab9ff,Strategy for maximizing space utilization in smart libraries based on reinforcement learning,2025,Scientific Reports,2,10.1038/s41598-025-23218-1,user equilibrium reinforcement learning traffic
3fccd90419d238636c473d8beb8617ca29094395,Multi-Robot Reliable Navigation in Uncertain Topological Environments With Graph Attention Networks,2024,IEEE Robotics and Automation Letters,2,10.1109/LRA.2025.3557751,deep reinforcement learning navigation road network
c5d3b76ef0ee4362218e25b47371a0a9187f050d,Scalable and Reliable Multi-Agent Reinforcement Learning for Traffic Assignment,2025,2025 IEEE 28th International Conference on Intelligent Transportation Systems (ITSC),1,10.1109/ITSC60802.2025.11423512,reinforcement learning adaptive route guidance transportation
70e2820131e597aa5bbb89b95dd1639f12c4e115,"Multi-Objective, Multi-Armed Bandits: Algorithms for Repeated Games and Application to Route Choice",2023,International Conference on Robot Intelligence Technology and Applications,1,10.22456/2175-2745.122929,reinforcement learning route choice
2055efe3d80182d07fdfb8dd781d6d9cd73d2b6d,LLM-Guided Reinforcement Learning with Representative Agents for Traffic Modeling,2025,arXiv.org,1,10.48550/arXiv.2511.06260,reinforcement learning route choice
fbfca04093a10fea3c1571802fc0c3400aafe0e3,An LLM-Powered Cooperative Framework for Large-Scale Multi-Vehicle Navigation,2025,arXiv.org,1,10.1145/3774904.3792418,reinforcement learning vehicle route optimization
00d9321a7434eb7004f63d3932524a95442f9006,Machine Learning-Based Route Optimization for Smart Urban Transportation Systems,2025,Journal of Computer Science Application and Engineering (JOSAPEN),1,10.70356/josapen.v3i2.65,reinforcement learning traffic routing urban
37fbd63d4f8a975c34888e423ed678770beaad1e,Intuitive and Privacy-Preserving Traffic Light Control System for Autonomous Vehicles,2025,IEEE Internet of Things Journal,1,10.1109/JIOT.2024.3491973,Q-learning vehicle navigation traffic
c8bb77d546b60613a8ff0c7b6cb5d75fb7404b9a,Dynamic Pricing for Wireless Charging Lane Management Based on Deep Reinforcement Learning,2025,Sustainability,1,10.3390/su17219831,dynamic traffic assignment reinforcement learning
7d377b63a915539a940c9c06daba1166c6b41d1a,A LSTM Approach for Secure Energy Efficient Computational Offloading in Mobile Edge Computing,2021,Webology,1,10.14704/web/v18i2/web18359,day-to-day route choice reinforcement learning
f061c0251bdf91f4ee2a2596b212a08b648c4a58,AI driven Autonomous Vehicles: Navigating the Future of Transportation,2025,"2025 2nd International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)",1,10.1109/ICCAMS65118.2025.11233238,vehicle navigation reinforcement learning urban traffic
4148d26d0f5ef54857a3609809c4b96de713c7d1,Mean-Field Learning for Day-to-Day Departure Time Choice with Mode Switching,2023,IEEE Conference on Decision and Control,1,10.1109/CDC49753.2023.10384044,day-to-day traffic dynamics reinforcement learning
8ef65aae383b9f84f54f9beb779fef39a95a2762,How Hard is for Agents to Learn the User equilibrium? Characterizing Traffic Networks by means of Entropy,2020,Advances in Complex Systems,1,10.1142/s0219525920500113,user equilibrium reinforcement learning traffic
c47087024916fb456019fd933f13f4cae896ecc2,Mirror-Symmetrical Dijkstra’s Algorithm-Based Deep Reinforcement Learning for Dynamic Wireless Charging Navigation of Electric Vehicles,2025,IEEE Internet of Things Journal,0,10.1109/JIOT.2025.3577752,deep reinforcement learning dynamic routing traffic
4ca344c3b0afcce822baab3e9c26698ddae0ebf8,Situation-aware Path Optimization for Autonomous Systems: A Deep Reinforcement Learning based Approach,2025,Conference Information and Communication Technology,0,10.1109/CICT67193.2025.11399143,deep reinforcement learning dynamic routing traffic
cb2fa31c7e74ab75c1e7600b5e8311fbed3dd984,Intelligent Routing in Connected Autonomous Vehicles using the ADAPT-S Learning Architecture,2025,"International Conference Electronic Systems, Signal Processing and Computing Technologies [ICESC-]",0,10.1109/ICESC65114.2025.11212408,deep reinforcement learning dynamic routing traffic
bd3ad085dab2150ffcec839f5348b06300a33ccc,"A Hybrid Approach Combining LSTM Prediction, Genetic Algorithm Optimization, and Reinforcement Learning for Adaptive Traffic Signal Management",2025,International Journal of Artificial Intelligence &amp; Mathematical Sciences,0,10.58921/ijaims.v4i1.136,deep reinforcement learning dynamic routing traffic
a9416c5aa3e23472b8ff91a8985110588c353537,Deep Q-Learning for Autonomous Vehicle Navigation in Smart Mobility,2025,"International Conference on Circuit, Power and Computing Technologies",0,10.1109/ICCPCT65132.2025.11176723,deep reinforcement learning dynamic routing traffic
92da7d0446e176112daf151e6cc2a61964c4b633,Adaptive Decision Making in Autonomous Campus Shuttles using Deep Deterministic Policy Gradient,2025,NIPES Journal of Science and Technology Research,0,10.37933/nipes/7.4.2025.si306,deep reinforcement learning dynamic routing traffic
3d838aedbece7cf52a95de710343885cf05e12b2,Adaptive Tuning of Parameterized Traffic Controllers via Multi-Agent Reinforcement Learning,2025,arXiv.org,0,10.48550/arXiv.2512.07417,reinforcement learning adaptive route guidance transportation
85724afb76690aa959f4bd92b826af2ae09a5128,Optimizing Traffic Flow at Unsignalized Intersections via Centralized Reinforcement Learning for Connected and Autonomous Vehicles,2025,2025 IEEE 28th International Conference on Intelligent Transportation Systems (ITSC),0,10.1109/ITSC60802.2025.11423494,reinforcement learning adaptive route guidance transportation
ad35595d9a7fe132286e0827f208e6831dd8cd8b,Boarding station inference from bus card data using reinforcement learning-based clustering and commuter spatiotemporal stability,2025,International Conference on Electromechanical Control Technology and Transportation,0,10.1117/12.3078452,reinforcement learning adaptive route guidance transportation
55382f2fc8b0d2769e0e2af37f2e144b23a4448c,Minimising Regret in Route Choice,2017,Adaptive Agents and Multi-Agent Systems,0,10.65109/mrvf2095,reinforcement learning adaptive route guidance transportation
bfc1ef2da2e335256cf21a4a041c2bdfc45d885f,Reinforcement Learning Based Route And Stop Planning For Autonomous Vehicle Shuttle Service,2022,IEEE International Conference on Mobile Adhoc and Sensor Systems,0,10.1109/MASS56207.2022.00098,reinforcement learning vehicle route optimization
e4f0e8b013870ccf722f7236e6e4ba950389e3b4,Vehicle–Infrastructure Cooperation Framework for Vehicle Navigation and Traffic Signal Control using Deep Reinforcement Learning,2025,Transportation Research Record,0,10.1177/03611981251359285,reinforcement learning vehicle route optimization
a20270cb59e86664e404b3c97f19efb3e006b796,Reinforcement Learning for Dynamic Traffic Management: A Scalable Approach to Congestion Reduction,2025,"2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",0,10.1109/ACDSA65407.2025.11166092,reinforcement learning vehicle route optimization
61bbfcb324fa86b8d83588a455c19a0e40a6b72d,An Internet of Things-enabled adaptive robotic framework for autonomous navigation in smart campus and urban mobility systems,2025,Robotica (Cambridge. Print),0,10.1017/S026357472510283X,reinforcement learning route selection traffic network
80275e429a0066925762bfb6c6689ac7cc46365c,Intelligent Route Planning for Waste Collection in Smart Cities via Reinforcement Learning,2025,Journal of Information Systems Engineering & Management,0,10.52783/jisem.v10i51s.10410,reinforcement learning traffic routing urban
add0650f49ac0590ee8fa9cd1a4fc461a3d5bfad,Bayesian Optimization for Multi-Agent Routing in Markov Games,2022,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),0,10.1109/ITSC55140.2022.9922110,Q-learning route choice
eec6b9a6b497dcf19e16c557222be6205da4d916,Machine Learning Method for Optimal Route Calculation,2024,"2024 International Conference on Computer, Electronics, Electrical Engineering & their Applications (IC2E3)",0,10.1109/IC2E362166.2024.10827534,Q-learning dynamic routing vehicle
e32ae745347ae3c37fe4dc5bd36cbd387925246f,Domain-Adaptive Reinforcement Learning Framework for Robust Autonomous Vehicle Navigation,2025,2025 2nd International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS),0,10.1109/IACIS65746.2025.11210918,Q-learning vehicle navigation traffic
a8108832d01dff84979de64a268134e967b6a49a,Optimizing Autonomous Vehicle Navigation Through Reinforcement Learning in Dynamic Urban Environments,2025,World Electric Vehicle Journal,0,10.3390/wevj16080472,Q-learning vehicle navigation traffic
c4303e13ee3381ea13f9dfe75c93be989baa0756,Reinforcement learning for autonomous vehicle navigation in Urban environments,2024,World Journal of Advanced Engineering Technology and Sciences,0,10.30574/wjaets.2024.11.1.0019,Q-learning vehicle navigation traffic
66b46502a06ea608b9049edc4e6a806c6470c169,AI-Driven Urban Traffic Optimization for Smart Cities,2025,"2025 2nd International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)",0,10.1109/ICCAMS65118.2025.11234432,Q-learning vehicle navigation traffic
963ac8074a4c3e69f17941a0d88897b4e08c595f,Bi-level deep reinforcement learning for PEV decision-making guidance by coordinating transportation-electrification coupled systems,2023,Frontiers in Energy Research,0,10.3389/fenrg.2022.944313,DQN route guidance traffic
016537c2a631a1fc14fb308473f1d328cd16daae,A Deep Reinforcement Learning Approach for Controlling Autonomous Vehicles in Lane-Free Roundabouts,2025,2025 IEEE Intelligent Vehicles Symposium (IV),0,10.1109/IV64158.2025.11097805,connected automated vehicle route guidance reinforcement learning
b1d1f6e028e9b4c90909f488bb13e8238a0c2f01,Deep Reinforcement Learning Control Strategy at Roundabout for i-CAR Autonomous Car,2023,International Seminar on Intelligent Technology and Its Applications,0,10.1109/ISITIA59021.2023.10221077,intelligent transportation route guidance reinforcement learning
2d1dab5f272912320544cdb810c10f4bba1f1590,Swarm Intelligence in Multiplexed Robots Problems Identified,2025,International Journal For Multidisciplinary Research,0,10.36948/ijfmr.2025.v07i01.34967,day-to-day route choice reinforcement learning
5128b36d2af54052f4dfee523051e7cd58f84e15,Proactive Urban Expressway Guidance: A Hybrid Approach Using Reinforcement Learning and Traffic Prediction Models,2025,IEEE Internet of Things Journal,0,10.1109/JIOT.2025.3583833,travel route recommendation reinforcement learning
75476c511a3c619a246788f287a643236a9d3a02,A Dynamic Cooperative Ramp Metering and Navigation Guidance Approach Based on Heterogeneous-Agent Reinforcement Learning,2025,IEEE Internet of Things Journal,0,10.1109/JIOT.2025.3572177,route suggestion reinforcement learning traffic
0f67837baa4f20b5917d49645a1bd52e355921d2,Enhancing Safety for Autonomous Agents in Partly Concealed Urban Traffic Environments Through Representation-Based Shielding,2024,2024 IEEE Intelligent Vehicles Symposium (IV),0,10.1109/IV55156.2024.10588668,vehicle navigation reinforcement learning urban traffic
610489f86d3c6163eea8835521ff880d651f4e70,Deep reinforcement learning for day-to-day dynamic tolling in tradable credit schemes,2025,Transportmetrica B: Transport Dynamics,0,10.1080/21680566.2025.2552884,day-to-day traffic dynamics reinforcement learning
9ff56241c4f0ee8f283c304c8258d0b855937a44,Shaping Laser Pulses with Reinforcement Learning,2025,arXiv.org,0,10.48550/arXiv.2503.00499,day-to-day traffic dynamics reinforcement learning
0e9449bb9a92a33766fb6dd9a7931539c269f76c,Autonomous Decision-Making in Roundabouts Using Deep Reinforcement Learning and Heuristics Rules,2024,2024 IEEE Cyber Science and Technology Congress (CyberSciTech),0,10.1109/CyberSciTech64112.2024.00053,deep reinforcement learning navigation congestion
