paperId,title,year,venue,citationCount,doi,query
d33689e71b8a34d7ecdccb65782b2d4b688595df,Connected vehicles' dynamic route planning based on reinforcement learning,2023,Future generations computer systems,14,10.1016/j.future.2023.11.037,reinforcement learning dynamic route planning
2e21a97a78fe1dfeaf195fae9aae457958dc1dc7,Toll-based reinforcement learning for efficient equilibria in route choice,2020,Knowledge engineering review (Print),14,10.1017/S0269888920000119,reinforcement learning adaptive route guidance transportation
f9bc39a4d82cdc1032870650c73acccef6a400d6,Privileged Knowledge State Distillation for Reinforcement Learning-based Educational Path Recommendation,2024,Knowledge Discovery and Data Mining,12,10.1145/3637528.3671872,personalized route recommendation reinforcement learning
f243b187f828e0b8a3eb9e017cc19bb7b770f5c7,Reinforcement-Learning-Based Route Generation for Heavy-Traffic Autonomous Mobile Robot Systems,2021,Italian National Conference on Sensors,12,10.3390/s21144809,route suggestion reinforcement learning traffic
0d508be203286809d5a7c1da6fd7be86967c0e1d,Itinerary Planning via Deep Reinforcement Learning,2020,International Conference on Multimedia Retrieval,12,10.1145/3372278.3390727,deep reinforcement learning route guidance
c67e071ad8a52f2137057b6d64bc2035d73c3053,Learning Path Recommendation Based on Knowledge Tracing and Reinforcement Learning,2023,International Conference on Advanced Learning Technologies,11,10.1109/ICALT58122.2023.00021,path recommendation deep reinforcement learning traffic network
b959a346dff2a58f9c9e132cdb14a1207ebcebaa,An improved ant colony algorithm based on Q-Learning for route planning of autonomous vehicle,2024,International Journal of Computers Communications & Control,9,10.15837/ijccc.2024.3.5382,Q-learning route guidance
1d9cf988c47c9293637adf9abc0d40007682164c,On the Applicability of Reinforced Learning in the Route Selection Task of an Unmanned Vehicle,2023,"2023 Systems of Signal Synchronization, Generating and Processing in Telecommunications (SYNCHROINFO",8,10.1109/SYNCHROINFO57872.2023.10178444,route recommendation reinforcement learning vehicle
5a7cd9de04aee6efe65376ffdd37db8410d6773b,Cross-domain coordination of resource allocation and route planning for the edge computing-enabled multi-connected vehicles,2023,Journal of Cloud Computing,8,10.1186/s13677-023-00415-9,travel route recommendation reinforcement learning
1507a2f0a147b8d9f57c8c2915e5e40330cd3ee3,Improved Q-learning based route planning method for UAVs in unknown environment,2019,2019 IEEE 15th International Conference on Control and Automation (ICCA),7,10.1109/ICCA.2019.8899478,Q-learning route guidance
15e09e7ce8854585b8886bcf096a8c8a87930a1a,TGKT-Based Personalized Learning Path Recommendation with Reinforcement Learning,2023,"Knowledge Science, Engineering and Management",6,10.1007/978-3-031-40289-0_27,personalized route recommendation reinforcement learning
33c3962444be484802b0f97d0ec6386c57300e60,Federated Reinforcement Learning for Intelligent Route Planning in Aerial-Terrestrial Network,2025,IEEE Internet of Things Journal,5,10.1109/JIOT.2024.3492215,reinforcement learning dynamic route planning
339eea4a37c62557253536e46742778a184b103d,A Distributed Assignment Method for Dynamic Traffic Assignment Using Heterogeneous-Adviser Based Multi-Agent Reinforcement Learning,2020,IEEE Access,5,10.1109/ACCESS.2020.3018267,reinforcement learning adaptive route guidance transportation
b8f7e2163f3a6ef9d01cd97c57f4b18c7711a307,Personalized Learning Path Recommendation with Time-Aware Attention-Based Reinforcement Learning,2025,ACM Transactions on Intelligent Systems and Technology,4,10.1145/3747594,personalized route recommendation reinforcement learning
308be2b2ae60e4827e177ee65961803cbf16edf9,Personalized English Vocabulary Learning Path Recommendation Based on Reinforcement Learning,2024,2024 International Conference on Machine Intelligence and Digital Applications,4,10.1145/3662739.3672181,personalized route recommendation reinforcement learning
c6595624aa41072879fd9306f50a0921d0a2f74a,Parallel Inspection Route Optimization With Priorities for 5G Base Station Networks,2025,IEEE Transactions on Automation Science and Engineering,4,10.1109/TASE.2025.3530425,travel route recommendation reinforcement learning
e77a205defbdaeea083f7c7dd76489e87a6a6056,A Hybrid Evolutionary and Multiagent Reinforcement Learning Approach to Accelerate the Computation of Traffic Assignment: (Extended Abstract),2015,Adaptive Agents and Multi-Agent Systems,4,10.65109/nsnf8578,reinforcement learning adaptive route guidance transportation
e938a2f2af1b998e3638636ca36a6f22486fade0,Navigating the Rules: Integrating TD3 and Sensor Fusion for Traffic-Aware Autonomous Vehicle Path Planning,2025,International Journal of Intelligent Transportation Systems Research,3,10.1007/s13177-025-00546-0,deep reinforcement learning vehicle route planning
53d0cdec73981d4101c474645d8b08cf08361fd8,Robust Route Planning with Distributional Reinforcement Learning in a Stochastic Road Network Environment,2023,2023 20th International Conference on Ubiquitous Robots (UR),3,10.1109/UR57808.2023.10202222,deep reinforcement learning road network routing
b4dfa2c58366e6caa54679e79db67d275dd58b60,Personalized Learning Path Recommendation using Graph Reinforcement Learning,2025,Procedia Computer Science,3,10.1016/j.procs.2025.04.604,personalized route recommendation reinforcement learning
bc51c337612837ca57385d753adfaed7883a4699,A Deep Reinforcement Learning Approach for Network-on-Chip Layout Verification and Route Optimization,2024,International Journal of Computer and Information System (IJCIS),3,10.29040/ijcis.v6i1.206,route suggestion reinforcement learning traffic
01c40c702399279b6dded2c208da0b0de9236190,Accelerating route choice learning with experience sharing in a commuting scenario: An agent-based approach,2020,AI Communications,3,10.3233/AIC-201582,reinforcement learning route choice
fe783c1e422e2c08655790ae44af6bceb4b3f67a,Q-Learning Algorithm for Fourth Party Logistics Route Optimization Considering Tardiness Risk,2022,2022 International Conference on Cyber-Physical Social Intelligence (ICCSI),2,10.1109/ICCSI55536.2022.9970625,Q-learning route guidance
0691401f33c3ea553708fba02de1de49b61ce2fa,Combining multi-agent deep deterministic policy gradient and rerouting technique to improve traffic network performance under mixed traffic conditions,2024,International Conference on Advances in System Simulation,2,10.1177/00375497241237831,Q-learning vehicle navigation traffic
578664167d7d64c8110585db1d0bd67ca0712671,Reinforcement Learning Base Energy Efficient Route Optimization Model to Enhance Network Lifetime on the Internet of Vehicles,2025,Journal of Advanced Research Design,2,10.37934/ard.132.1.124139,route recommendation reinforcement learning vehicle
434f8a2df958470922bc62acc9fd16ee530fff20,GraphRAG-Induced Dual Knowledge Structure Graphs for Personalized Learning Path Recommendation,2025,AAAI Conference on Artificial Intelligence,2,10.1609/aaai.v40i17.38479,personalized route recommendation reinforcement learning
4a9b9d5f441c5561e511b8e03f836f405367496e,Integrated mode of transport: a predictive model for route guidance,2020,,2,10.1108/ijius-09-2020-0040,reinforcement learning adaptive route guidance transportation
4ae01084078b64a0682effb503514ec87a179bf4,On the Role of Reward Functions for Reinforcement Learning in the Traffic Assignment Problem,2020,IEEE International Joint Conference on Neural Network,2,10.1109/IJCNN48605.2020.9207403,deep reinforcement learning traffic assignment network
60c96f352c1f426f3aa2b0035c3de3c9974ee381,Using Car to Infrastructure Communication to Accelerate Learning in Route Choice,2021,Journal of Information and Data Management,2,10.5753/jidm.2021.1935,reinforcement learning route choice
3d16425c55b2ddd8f7a497cf00b9146e5545e641,Personalized and Context-aware Route Planning for Edge-assisted Vehicles,2024,arXiv.org,2,10.48550/arXiv.2407.17980,reinforcement learning vehicle route optimization
88487441ff9b3e8f0bdebb886445e7719d5be9c9,Enhancing Emergency Vehicle Navigation in Smart Traffic Squares with Reinforcement Learning and Accurate Traffic Sense Recommendations,2025,International Journal of Intelligent Transportation Systems Research,1,10.1007/s13177-025-00520-w,reinforcement learning origin destination routing traffic
c7585a32106d53a367238896201c77e87b55b04e,A Novel Route Planning Approach Based on Energy-Based Action Sample Reinforcement Learning,2023,Chinese Control and Decision Conference,1,10.1109/CCDC58219.2023.10327188,route recommendation reinforcement learning vehicle
8f38a869ebfc90e1f73d17a4945c9bd9d83be765,Enhancing Learning Path Recommendation via Multi-task Learning,2025,arXiv.org,1,10.48550/arXiv.2507.05295,trip recommendation deep reinforcement learning
93f7890908f0c39a7ecffd584f5442c68b0e57fb,Application of Reinforcement Learning in Personalized Learning Path Recommendation in Secondary Education Management,2025,2025 5th International Symposium on Computer Technology and Information Science (ISCTIS),1,10.1109/ISCTIS65944.2025.11065319,personalized route recommendation reinforcement learning
435286967ff381820170170e2ce8927a3702056a,"Advanced Deep Learning and NLP for Enhanced Food Delivery: Future Insights on Demand Prediction, Route Optimization, Personalization, and Customer Support",2023,2023 IEEE Renewable Energy and Sustainable E-Mobility Conference (RESEM),1,10.1109/RESEM57584.2023.10236091,personalized route recommendation reinforcement learning
c5d3b76ef0ee4362218e25b47371a0a9187f050d,Scalable and Reliable Multi-Agent Reinforcement Learning for Traffic Assignment,2025,2025 IEEE 28th International Conference on Intelligent Transportation Systems (ITSC),1,10.1109/ITSC60802.2025.11423512,reinforcement learning adaptive route guidance transportation
00d9321a7434eb7004f63d3932524a95442f9006,Machine Learning-Based Route Optimization for Smart Urban Transportation Systems,2025,Journal of Computer Science Application and Engineering (JOSAPEN),1,10.70356/josapen.v3i2.65,reinforcement learning traffic routing urban
8ef65aae383b9f84f54f9beb779fef39a95a2762,How Hard is for Agents to Learn the User equilibrium? Characterizing Traffic Networks by means of Entropy,2020,Advances in Complex Systems,1,10.1142/s0219525920500113,user equilibrium reinforcement learning traffic
a2c3d28bbef73657bea5a6ea61a8be2ea2501088,Research on Autonomous Driving Route Planning Method Based on Deep Reinforcement Learning,2025,"2025 International Conference on Mechatronics, Automation and Intelligent Control (MAIC)",0,10.1109/MAIC67965.2025.11468844,reinforcement learning dynamic route planning
e4f0e8b013870ccf722f7236e6e4ba950389e3b4,Vehicle–Infrastructure Cooperation Framework for Vehicle Navigation and Traffic Signal Control using Deep Reinforcement Learning,2025,Transportation Research Record,0,10.1177/03611981251359285,reinforcement learning vehicle route optimization
b9f0ba17f3f6af1b076413ed8d7a4b7419d4560f,A Flexible Vehicle Routing Reinforcement Learning Environment for the Reusability of Trained Agents,2024,International Conference on Computing: Theory and Applications,0,10.1145/3674558.3674576,reinforcement learning vehicle route optimization
7c16a5bd5d766f58e82373b80ab9184e752f786d,Understanding Route Choice Behaviours Using Macro-Level Patterns: A Q-Learning Approach,2022,Social Science Research Network,0,10.2139/ssrn.4262015,Q-learning route choice
40e68d170720480f99f90bdbeda7eb393fc56952,Vehicle Navigation System based on Pollution Metric Analysis with Q-Learning Algorithm,2021,December,0,10.36548/jaicn.2021.4.005,Q-learning vehicle navigation traffic
2e207f5a5cdff64cd346e8c8514484be5737375c,Real-time dynamic route generation algorithm of DRT with deep Q-learning,2025,Proceedings of the Institution of Civil Engineers - Municipal Engineer,0,10.1680/jmuen.24.00082,deep Q-network route guidance
a76335fa5cfe61d3d579f2edf8d34123d9003a61,MHA-DQN: Personalized Route Planning for Asthma Patients Using Multi-Head Attention and Deep Reinforcement Learning,2025,ACS/IEEE International Conference on Computer Systems and Applications,0,10.1109/AICCSA66935.2025.11315371,deep Q-network route guidance
90ecc8061392f133346182c0b9d55d19d79eaa43,Robust Low-Carbon Multimodal Transport Route Optimization for Containers Under Dual Uncertainty: A Proximal Policy Optimization Approach,2025,Electronics,0,10.3390/electronics15010005,proximal policy optimization route guidance
394241ca94da7c5e383018b1d3995ea342603e31,Deep Reinforcement Learning Framework for Real-Time Personalized Travel Route Recommendation via LSTM-CNN and Multi-Head Attention Fusion,2025,Informatica,0,10.31449/inf.v49i22.10944,deep reinforcement learning travel time route
cabadd9fe2fd4559c1fe82c5bf32ccde6d210cf4,Multi-Objective Optimization of Route Planning Based on Distributed Breadth Convolutional Neural Network and Markov Decision Processes,2025,2025 International Conference on Intelligent Communication Networks and Computational Techniques (ICICNCT),0,10.1109/ICICNCT66124.2025.11232671,Markov decision process route guidance
a6f4f1a4aec364d069d7d1fdf1169a6fd8169b84,Applying Markov decision process to adaptive dynamic route selection model,2019,Proceedings of the Institution of Civil Engineers - Transport,0,10.1680/jtran.19.00085,Markov decision process route guidance
61064accb8fd8bc6c2b92cf9affa81ace2e452af,Preliminary Study on Cooperative Route Planning Reinforcement Learning with a Focus on Avoiding Intersection Congestion,2024,Future Transportation,0,10.3390/futuretransp4040075,connected automated vehicle route guidance reinforcement learning
b74e6f9d8b03405eb09487c4e75e1064ff1cbcf2,Q-Learning Based Genetic Algorithm for Solving Pollution Route Planning Problem,2024,2024 10th International Conference on Big Data and Information Analytics (BigDIA),0,10.1109/BigDIA63733.2024.10808762,eco-routing reinforcement learning
b372053e7c794860765dc9a82e57663e5a74c03c,Reinforcement Learning Based Reliable Route Selection for Internet of Vehicles,2019,,0,,route recommendation reinforcement learning vehicle
e79aaf9ae9047f513e432f07d8a64432f6bd4b28,Reinforcement Learning-Based Personalized Engineering Cost Teaching Path Recommendation Algorithm,2025,Proceedings of the 2025 2nd International Symposium on Artificial Intelligence for Education,0,10.1145/3775073.3775230,personalized route recommendation reinforcement learning
3cc638d617801f8e80d34cc571b7f2fe10475297,Deep Learning-Based Personalized Learning Path Recommendation System,2025,International Conference on Information Systems and Computer Aided Education,0,10.1109/ICISCAE66104.2025.11307375,personalized route recommendation reinforcement learning
d131c6a209bff6a14988e5192b10c8302494f9d6,Research on Personalized English Learning Path Recommendation Algorithm Based on Big Data,2025,Proceedings of the 2nd International Conference on Intelligent Education and Computer Technology,0,10.1145/3764206.3764315,personalized route recommendation reinforcement learning
9d00e8abe24687bd020f9de01c4da22ce4be11ff,Rule-Enhanced Neural Learning Path Recommendation for Personalized E-Learning,2025,2025 7th International Conference on Next Generation Data-driven Networks (NGDN),0,10.1109/NGDN66208.2025.11182139,personalized route recommendation reinforcement learning
0330fd6d06d0ee6af3483aa6bed08dd3c5ad1527,Research on Data-Driven Student Personalized Learning Path Recommendation System,2025,2025 IEEE 3rd International Conference on Image Processing and Computer Applications (ICIPCA),0,10.1109/ICIPCA65645.2025.11138448,personalized route recommendation reinforcement learning
18f32327853fd36fdf29eedf31093a8072882048,Research on personalized learning path recommendation model of artificial intelligence in new business,2024,"2024 4th International Signal Processing, Communications and Engineering Management Conference (ISPCEM)",0,10.1109/ISPCEM64498.2024.00143,personalized route recommendation reinforcement learning
e484e4186ba7e0c6e5b85b2dd35719849031771b,EcoRouteQ: A Reinforcement Learning Framework for Green Route Recommendations,2025,International Journal of Transportation Science and Technology,0,10.1016/j.ijtst.2025.06.001,personalized route recommendation reinforcement learning
ab4e722cdaec313029ce709d8aa39232ac22cb7e,ODKT-IAC: Integrating Continual and Adaptive Learning for Personalized Path Recommendations,2024,BigData Congress [Services Society],0,10.1109/BigData62323.2024.10825874,personalized route recommendation reinforcement learning
11902f33b7f35c5d44447c3edb6161e0a528bb54,Path recommendation based on attention mechanism and multiple rewards,2025,"2023 2nd International Conference on Informatics, Networking, and Computing (ICINC 2023)",0,10.1117/12.3056823,personalized route recommendation reinforcement learning
d4e229dd69ce1376edf6efffaa1999739a55893f,A Reinforcement Learning-Based Path Recommendation Strategy Considering Broadcast Disturbance and Behavioral Response,2025,2025 International Conference on Meta-Networking (MEET),0,10.1109/MEET67398.2025.11335650,travel route recommendation reinforcement learning
b822f366fcffdb61d060910ef743cd5eb915f6a4,Finding Feasible Routes with Reinforcement Learning Using Macro-Level Traffic Measurements (Short Paper),2023,International Conference Geographic Information Science,0,10.4230/LIPIcs.GIScience.2023.58,route suggestion reinforcement learning traffic
6ca13120f806779cb9c92fd6505111096971590e,DRBRO- Dynamic Reinforcement Based Route Optimization for Efficient Route Discovery in Mobile Ad-hoc Networks,2025,International Journal of Research Publication and Reviews,0,10.55248/gengpi.6.0225.0768,route suggestion reinforcement learning traffic
55382f2fc8b0d2769e0e2af37f2e144b23a4448c,Minimising Regret in Route Choice,2017,Adaptive Agents and Multi-Agent Systems,0,10.65109/mrvf2095,reinforcement learning adaptive route guidance transportation
5128b36d2af54052f4dfee523051e7cd58f84e15,Proactive Urban Expressway Guidance: A Hybrid Approach Using Reinforcement Learning and Traffic Prediction Models,2025,IEEE Internet of Things Journal,0,10.1109/JIOT.2025.3583833,travel route recommendation reinforcement learning
610489f86d3c6163eea8835521ff880d651f4e70,Deep reinforcement learning for day-to-day dynamic tolling in tradable credit schemes,2025,Transportmetrica B: Transport Dynamics,0,10.1080/21680566.2025.2552884,day-to-day traffic dynamics reinforcement learning
