paperId,title,year,venue,citationCount,doi,query
e32ae745347ae3c37fe4dc5bd36cbd387925246f,Domain-Adaptive Reinforcement Learning Framework for Robust Autonomous Vehicle Navigation,2025,2025 2nd International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS),0,10.1109/IACIS65746.2025.11210918,Q-learning vehicle navigation traffic
a8108832d01dff84979de64a268134e967b6a49a,Optimizing Autonomous Vehicle Navigation Through Reinforcement Learning in Dynamic Urban Environments,2025,World Electric Vehicle Journal,0,10.3390/wevj16080472,Q-learning vehicle navigation traffic
c4303e13ee3381ea13f9dfe75c93be989baa0756,Reinforcement learning for autonomous vehicle navigation in Urban environments,2024,World Journal of Advanced Engineering Technology and Sciences,0,10.30574/wjaets.2024.11.1.0019,Q-learning vehicle navigation traffic
6f285c05e06762d380af10d92c5a71fa2061f42d,Implementing Reinforcement Learning for Autonomous Vehicle Navigation,2025,"2025 2nd International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)",0,10.1109/ICCAMS65118.2025.11234680,Q-learning vehicle navigation traffic
a4aa9a8b31e66bb69d7428796476873990a705d8,A Comparison of Autonomous Vehicle Navigation Simulators Under Regulatory and Reinforcement Learning Constraints,2019,International Conference of the Catalan Association for Artificial Intelligence,0,10.3233/FAIA190114,Q-learning vehicle navigation traffic
118672945452e87f9569b78e23ac0457961f0377,Stability Analysis for Autonomous Vehicle Navigation Trained over Deep Deterministic Policy Gradient,2022,Mathematics,7,10.3390/math11010132,Q-learning vehicle navigation traffic
0691401f33c3ea553708fba02de1de49b61ce2fa,Combining multi-agent deep deterministic policy gradient and rerouting technique to improve traffic network performance under mixed traffic conditions,2024,International Conference on Advances in System Simulation,2,10.1177/00375497241237831,Q-learning vehicle navigation traffic
2e207f5a5cdff64cd346e8c8514484be5737375c,Real-time dynamic route generation algorithm of DRT with deep Q-learning,2025,Proceedings of the Institution of Civil Engineers - Municipal Engineer,0,10.1680/jmuen.24.00082,deep Q-network route guidance
a76335fa5cfe61d3d579f2edf8d34123d9003a61,MHA-DQN: Personalized Route Planning for Asthma Patients Using Multi-Head Attention and Deep Reinforcement Learning,2025,ACS/IEEE International Conference on Computer Systems and Applications,0,10.1109/AICCSA66935.2025.11315371,deep Q-network route guidance
90ecc8061392f133346182c0b9d55d19d79eaa43,Robust Low-Carbon Multimodal Transport Route Optimization for Containers Under Dual Uncertainty: A Proximal Policy Optimization Approach,2025,Electronics,0,10.3390/electronics15010005,proximal policy optimization route guidance
d889435176c57334fa2b9afb0ab0b6f31c2faa81,VEGA: Electric Vehicle Navigation Agent via Physics-Informed Neural Operator and Proximal Policy Optimization,2025,arXiv.org,0,10.48550/arXiv.2509.13386,proximal policy optimization route guidance
e938a2f2af1b998e3638636ca36a6f22486fade0,Navigating the Rules: Integrating TD3 and Sensor Fusion for Traffic-Aware Autonomous Vehicle Path Planning,2025,International Journal of Intelligent Transportation Systems Research,3,10.1007/s13177-025-00546-0,deep reinforcement learning vehicle route planning
53d0cdec73981d4101c474645d8b08cf08361fd8,Robust Route Planning with Distributional Reinforcement Learning in a Stochastic Road Network Environment,2023,2023 20th International Conference on Ubiquitous Robots (UR),3,10.1109/UR57808.2023.10202222,deep reinforcement learning road network routing
394241ca94da7c5e383018b1d3995ea342603e31,Deep Reinforcement Learning Framework for Real-Time Personalized Travel Route Recommendation via LSTM-CNN and Multi-Head Attention Fusion,2025,Informatica,0,10.31449/inf.v49i22.10944,deep reinforcement learning travel time route
cabadd9fe2fd4559c1fe82c5bf32ccde6d210cf4,Multi-Objective Optimization of Route Planning Based on Distributed Breadth Convolutional Neural Network and Markov Decision Processes,2025,2025 International Conference on Intelligent Communication Networks and Computational Techniques (ICICNCT),0,10.1109/ICICNCT66124.2025.11232671,Markov decision process route guidance
3a1aa29af262b531b9e063d377b895db63058b74,An efficient route planning model for mobile agents on the internet of things using Markov decision process,2020,Ad hoc networks,36,10.1016/j.adhoc.2019.102053,Markov decision process route guidance
92c2ae2b012ea0b62b35e6b6c1f46cdd7a798055,Mobile Agents for Route Planning in Internet of Things Using Markov Decision Process,2018,2018 IEEE International Conference on Smart Energy Grid Engineering (SEGE),16,10.1109/SEGE.2018.8499517,Markov decision process route guidance
a6f4f1a4aec364d069d7d1fdf1169a6fd8169b84,Applying Markov decision process to adaptive dynamic route selection model,2019,Proceedings of the Institution of Civil Engineers - Transport,0,10.1680/jtran.19.00085,Markov decision process route guidance
61064accb8fd8bc6c2b92cf9affa81ace2e452af,Preliminary Study on Cooperative Route Planning Reinforcement Learning with a Focus on Avoiding Intersection Congestion,2024,Future Transportation,0,10.3390/futuretransp4040075,connected automated vehicle route guidance reinforcement learning
84037cef1ee591a87412487df63e1f09a9d4dea3,Advanced Deep Reinforcement Learning Strategies for Enhanced Autonomous Vehicle Navigation Systems,2024,Journées Francophones d'Ingénierie des Connaissances,9,10.1109/IC457434.2024.10486336,autonomous vehicle route guidance reinforcement learning
b74e6f9d8b03405eb09487c4e75e1064ff1cbcf2,Q-Learning Based Genetic Algorithm for Solving Pollution Route Planning Problem,2024,2024 10th International Conference on Big Data and Information Analytics (BigDIA),0,10.1109/BigDIA63733.2024.10808762,eco-routing reinforcement learning
