paperId,title,year,venue,citationCount,abstract,source,pre_score,include
f2fc60b6cbd6bb62ee5f232f8ad8cfd546c0f195,Rapid Solution for Flexible Pickup and Delivery Services Problem Based on Improved Actor-Critic Deep Reinforcement Learning,2025,IEEE transactions on intelligent transportation systems (Print),3,"The problem of the Flexible Pickup and Delivery Services Problem (FPDSP) arises from the actual needs of multi-warehouse management strategies and is one of the key challenges in the current urban distribution logistics industry. The problem aims to quickly calculate the route planning in complex scenarios to ensure that the total traveling time of the vehicle is minimized while meeting the time window requirements. To address this problem, we propose a deep reinforcement learning method based o",gnn_rl,3,n/a
95e3e387b74f4dfe3809f4ee615495b1a90950eb,A Deep Reinforcement Learning and Graph Convolution Approach to On-Street Parking Search Navigation,2025,Italian National Conference on Sensors,3,"Highlights What are the main findings? A Multi-Agent Reinforcement Learning (MARL) framework is proposed for dynamic parking allocation, integrating Graph Neural Networks (GNNs) to model spatial correlations and Gated Recurrent Units (GRU) to capture temporal variations in parking demand. Experimental results reveal that the proposed model greatly outperforms established methods (FIFO, SIRO) in optimizing parking resource allocation, lowering cruising time, and boosting parking success rates. Wh",gnn_rl,3,n/a
85317048752487e06ba31239eb5b4233c4337242,Bridging Deep Reinforcement Learning and Motion Planning for Model-Free Navigation in Cluttered Environments,2025,arXiv.org,3,"Deep Reinforcement Learning (DRL) has emerged as a powerful model-free paradigm for learning optimal policies. However, in navigation tasks with cluttered environments, DRL methods often suffer from insufficient exploration, especially under sparse rewards or complex dynamics with system disturbances. To address this challenge, we bridge general graph-based motion planning with DRL, enabling agents to explore cluttered spaces more effectively and achieve desired navigation performance. Specifica",gnn_rl,3,n/a
d48e3a6775c7fe68068f781b4c985b3a0cdf1f71,A Cost-Aware Adaptive Bike Repositioning Agent Using Deep Reinforcement Learning,2025,IEEE transactions on intelligent transportation systems (Print),0,"Bike Sharing Systems (BSS) represent a sustainable and efficient urban transportation solution. A major challenge in BSS is repositioning bikes to avoid shortage events when users encounter empty or full bike lockers. Existing algorithms unrealistically rely on precise demand forecasts and tend to overlook substantial operational costs associated with reallocations. This paper introduces a novel Cost-aware Adaptive Bike Repositioning Agent (CABRA), which harnesses advanced deep reinforcement lea",gnn_rl,3,n/a
2d002d1013b651de06b8434c4cef20536ccce320,CARLA Autonomous Driving Using Deep Reinforcement Learning,2025,"International Conference Emerging Trends Engineering, Science and Technology",0,"Artificial intelligence (AI) has made remarkable strides in many technological domains, and one of the most prominent areas of growth in AI is self-driving cars. Recent interest in deep learning, particularly in visual-based subsystems, has been very beneficial to this field. This work employs state-of-the-art deep reinforcement learning (DRL) techniques for autonomous driving agent training. Using the open-source simulator Carla, we conduct experiments and construct a realistic urban simulation",gnn_rl,3,n/a
80275e429a0066925762bfb6c6689ac7cc46365c,Intelligent Route Planning for Waste Collection in Smart Cities via Reinforcement Learning,2025,Journal of Information Systems Engineering & Management,0,"Introduction: The increasing complexity of urban infrastructure poses challenges for efficient and sustainable municipal waste management. This paper presents a framework based on reinforcement learning (RL) for real-time route planning in smart city waste collection systems. By integrating Iot-enabled smart bins with environmental data such as bin fill levels and real-time traffic, the approach frames the routing task as a Markov Decision Process (MDP). It employs Q-learning and Deep Q-Networks",gnn_rl,3,n/a
adbeb256d31a17d443525564c9f9b0cd2f6e26ea,Multi-Agent Tsallis Actor–Critic for Autonomous Vehicle Fleet Coordination on Road Graph Networks,2025,"International Conference on Control, Automation and Systems",0,"We introduce the multi-vehicle road graph delivery problem, aimed at solving real-time delivery tasks using autonomous vehicle fleets. Our approach utilizes road graph representations to accurately capture the characteristics of urban road networks. To address this problem efficiently, we propose a multi-agent reinforcement learning (MARL) framework incorporating an attention-based state encoder, which effectively encodes the road network structure and package information. Our modified implement",gnn_rl,3,n/a
c29b65dfa41c55df5f50a5cd497878eeb8d5fd61,Heterogeneous Attention-Based Graph Convolutional Network for Solving Asymmetric Pickup and Delivery Problem,2025,IEEE Transactions on Automation Science and Engineering,6,"In recent years, there has been a notable increase in demand for pickup and delivery services, mainly driven by the expansion of e-commerce. These services can be conceptualized as pickup and delivery problems (PDPs), which are important variants of vehicle routing problems (VRPs). While neural methods based on deep reinforcement learning (DRL) have demonstrated success in solving VRPs, current neural methods for PDP predominantly depend on customer coordinates and Euclidean distances. This heav",gnn_rl,3,n/a
258afa0747f93f4409f76f2964b59d770bd7a66a,Adaptive vehicle routing for humanitarian aid in conflict-affected regions: a practitioner-informed deep reinforcement learning approach,2025,Frontiers in Future Transportation,3,"Humanitarian aid delivery in conflict-affected regions faces significant challenges due to dynamic security risks, uncertain demand, and complex operational constraints. Traditional optimization methods struggle with computational intractability and lack adaptability for real-time decision-making in volatile environments. To address these limitations, we propose a novel hybrid framework that integrates Deep Reinforcement Learning (DRL) with Graph Neural Networks (GNNs) and deterministic constrai",gnn_rl,3,n/a
b379a43a3a541a7c3b04d91450cab7e280366db4,Predictive Traffic Rule Compliance using Reinforcement Learning,2025,arXiv.org,1,"Autonomous vehicle path planning has reached a stage where safety and regulatory compliance are crucial. This paper presents an approach that integrates a motion planner with a deep reinforcement learning model to predict potential traffic rule violations. Our main innovation is replacing the standard actor network in an actor-critic method with a motion planning module, which ensures both stable and interpretable trajectory generation. In this setup, we use traffic rule robustness as the reward",gnn_rl,3,n/a
e501a8062dbefe29fce49e24cb5f13bfed226753,A QoS-Aware Routing Protocol for High-Speed Optical Networks Using Reinforcement Learning,2025,OPTIMA,0,"This paper proposes a QoS-aware routing protocol for high-speed optical networks that leverages reinforcement learning (RL) to adapt path selection to dynamic traffic, physical-layer impairments, and service-level objectives. The RL agent observes network state (e.g., residual bandwidth, path length, OSNR margins, and historical blocking) and selects routes that jointly optimize blocking probability, end-to-end latency, and differential delay while respecting wavelength/slot continuity constrain",gnn_rl,3,n/a
a8108832d01dff84979de64a268134e967b6a49a,Optimizing Autonomous Vehicle Navigation Through Reinforcement Learning in Dynamic Urban Environments,2025,World Electric Vehicle Journal,2,"Autonomous vehicle (AV) navigation in dynamic urban environments faces challenges such as unpredictable traffic conditions, varying road user behaviors, and complex road networks. This study proposes a novel reinforcement learning-based framework that enhances AV decision making through spatial-temporal context awareness. The framework integrates Proximal Policy Optimization (PPO) and Graph Neural Networks (GNNs) to effectively model urban features like intersections, traffic density, and pedest",gnn_rl,3,0
9a5679cd623131354e3bf13c368442f3139cce58,A Software-Defined Networking-Based Computing-Aware Routing Path Selection Method,2025,Electronics,0,"With the rapid advancement of cloud computing, edge computing, and the Internet of Things, traditional routing protocols such as OSPF—which rely solely on network topology and link state while neglecting computing power resource status—struggle to meet the network-computing synergy demands of the Computing Power Network (CPN). Existing reinforcement learning-based routing approaches, despite incorporating deep strategies, still suffer from issues such as resource imbalance. To address this, this",gnn_rl,3,n/a
a76335fa5cfe61d3d579f2edf8d34123d9003a61,MHA-DQN: Personalized Route Planning for Asthma Patients Using Multi-Head Attention and Deep Reinforcement Learning,2025,ACS/IEEE International Conference on Computer Systems and Applications,0,"Individuals with asthma face significant health risks in urban environments with poor air quality, yet traditional navigation systems fail to account for environmental factors that exacerbate respiratory conditions. To address this, we propose a novel hybrid deep learning framework integrating Multi-Head Attention (MHA) with Deep Q-Network (DQN) reinforcement learning for personalized, health-aware pedestrian route optimization. Our approach uniquely combines real-time environmental data—such as",gnn_rl,3,n/a
d43beec8c7ce886b5e63f70b2f145912a1b2f252,Sustainable EV routing using spectral clustering and fuzzy reinforcement learning with energy constrained A* under mobility index and waiting constraints,2025,Scientific Reports,1,"This research presents a comprehensive electric vehicle (EV) routing framework designed to address the complex interplay of real-world constraints in EV navigation. The proposed system integrates spectral clustering, fuzzy reinforcement learning, and enhanced pathfinding algorithms to compute optimal routes while considering battery limitations, traffic dynamics, terrain elevation, and charging station delays. Unlike conventional multi-objective EV routing solutions, which typically optimize met",gnn_rl,3,n/a
52a9dc60986e6e1efa4ec293c18526b6ed96512e,Spatiotemporal Risk-Aware Patrol Planning Using Value-Based Policy Optimization and Sensor-Integrated Graph Navigation in Urban Environments,2025,Applied Sciences,0,"This study proposes an intelligent patrol planning framework that leverages reinforcement learning, spatiotemporal crime forecasting, and simulated sensor telemetry to optimize autonomous vehicle (AV) navigation in urban environments. Crime incidents from Washington DC (2024–2025) and Seattle (2008–2024) are modeled as a dynamic spatiotemporal graph, capturing the evolving intensity and distribution of criminal activity across neighborhoods and time windows. The agent’s state space incorporates ",gnn_rl,3,n/a
e4f0e8b013870ccf722f7236e6e4ba950389e3b4,Vehicle–Infrastructure Cooperation Framework for Vehicle Navigation and Traffic Signal Control using Deep Reinforcement Learning,2025,Transportation Research Record,1,"As the number of vehicles continues to rise, traffic congestion has become a significant factor affecting travel efficiency. The development of intelligent connected technology offers new approaches for achieving coordinated optimization in road traffic. This study proposes a deep reinforcement learning-based vehicle–infrastructure cooperation framework to achieve cooperative control of vehicle navigation and traffic signals, aiming to minimize the impact of traffic congestion on road traffic ef",gnn_rl,3,0
cb2fa31c7e74ab75c1e7600b5e8311fbed3dd984,Intelligent Routing in Connected Autonomous Vehicles using the ADAPT-S Learning Architecture,2025,"International Conference Electronic Systems, Signal Processing and Computing Technologies [ICESC-]",0,"The increasing complexity of intelligent transportation systems driven by the deployment of connected autonomous vehicles necessitates advanced, adaptive traffic management solutions. This paper presents a novel hybrid learning architecture that integrates deep reinforcement learning with ant colony optimization to enable edge-aware, real-time routing decisions for connected vehicle networks. Each vehicle functions as an intelligent agent trained via a multi-agent actor-critic deep reinforcement",gnn_rl,3,1
7e18565420dcc6dd854463a0403c946d81fb8276,Satellite Network Intelligent Routing Optimization Mechanism,2025,Software Engineering and Applications,0,"Aiming at the problem of mismatch between dynamic topology and multi-priority service requirements in low-orbit satellite networks, this paper proposes a dynamic routing optimization scheme combining hierarchical service identification and deep reinforcement learning. The scheme consists of three core modules: first, a zero-overhead service identification mechanism based on IPv6 native fields is used to distinguish services of different priorities; second, a hierarchical traffic-aware model (H-C",gnn_rl,3,n/a
7206ffc3dddb43753f2e93ec17adcd46f60a46fd,Unmanned Surface Vehicle Navigation Under Disturbances: World Model Enhanced Reinforcement Learning,2025,IEEE/ASME transactions on mechatronics,7,"Rapidly developing deep reinforcement learning (DRL) methods are suited to address the increasingly complex task requirements of unmanned surface vehicles (USV) that traditional methods cannot resolve. However, current DRL methods fail to make full use of the USV dynamics characteristics and do not consider unknown external disturbances. This article presents a state prediction reinforcement learning (SPRL) framework, to enhance the robustness against disturbances in obstacle avoidance navigatio",model_based_rl,3,n/a
49dbed9b8ff4fa098ea01cb5d394b53916870e0d,Dynamic Harris Hawks Optimization and deep reinforcement learning framework for autonomous vehicle path planning,2025,Advances in Production Engineering &amp; Management,0,"Urban intelligent transportation systems require real‑time, near‑optimal routing for autonomous vehicles navigating dynamic and uncertain traffic. We propose a Harris Hawks Optimization–deep reinforcement learning framework (HHO‑DRL) that unites HHO’s global exploration with DRL’s adaptive policy search through (i) a dynamic‑weight fusion scheme that continuously balances exploration and exploitation and (ii) a bidirectional experience‑feedback loop that exchanges elite solutions between the two",model_based_rl,3,n/a
663585bf4afbc4fc503c63d465e1f57a5b7bd28a,A Deep Reinforcement-Learning-Based Route Optimization Model for Multi-Compartment Cold Chain Distribution,2025,Mathematics,3,"Cold chain logistics is crucial in ensuring food quality and safety in modern supply chains. The required temperature control systems increase operational costs and environmental impacts compared to conventional logistics. To reduce these costs while maintaining service quality in real-world distribution scenarios, efficient route planning is essential, particularly when products with different temperature requirements need to be delivered together using multi-compartment refrigerated vehicles. ",model_based_rl,3,n/a
e32ae745347ae3c37fe4dc5bd36cbd387925246f,Domain-Adaptive Reinforcement Learning Framework for Robust Autonomous Vehicle Navigation,2025,2025 2nd International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS),0,"In recent years, autonomous vehicle navigation systems have been progressively confronted with various environmental situations and unpredictable traffic states. However, traditional Deep-Learning (DL)-based navigation models often suffer from domain shifts in simulation and real-world environments, which leads to reduced perception accuracy and suboptimal control decisions. Hence, this research proposes an enhanced navigation framework that integrates a domain-adaptive semantic segmentation net",model_based_rl,3,n/a
fa1ed9e3843fc0c25a95991166ce6810e98d657e,Integration of Visible Light Communication and Deep Reinforcement Learning to Enhance Urban Traffic Management,2025,2025 9th International Young Engineers Forum on Electrical and Computer Engineering (YEF-ECE),0,"This study integrates Visible Light Communication (VLC) and a Deep Reinforcement Learning (DRL) system to enhance traffic signal control, reduce congestion, and improve safety through real-time data-driven management. VLC leverages existing infrastructure to transmit real-time data on vehicle and pedestrian dynamics, while trained agents optimize traffic signals and vehicle trajectories across intersections. A centralized system trains a unified DRL model to coordinate local agents managing indi",model_based_rl,3,n/a
110c07d70bd106bbb2163bcfdc71c9d238f62f74,"Real-Time Planning of Route, Speed, and Charging for Electric Delivery Vehicles: A Deep Reinforcement Learning Approach",2025,IEEE Transactions on Transportation Electrification,2,"Motor vehicles typically exhibit a “speed-varying range” (SVR) characteristic. For battery-powered electric vehicles (BEVs), the range diminishes at higher speed. This characteristic greatly impacts BEV operation for demanding commercial uses like express delivery, given their limited range and long recharge times. In view of the above, this article examines a new electric vehicle routing problem (VRP) that explicitly models BEVs’ SVR and considers the joint planning of BEV route, speed, and cha",model_based_rl,3,n/a
2fba3143a6b66ab56b95176f0dc3e3db3f6e1f0a,Reinforcement Learning for Dynamic Traffic Management: A Scalable Approach to Congestion Reduction,2025,"2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",2,"Large-scale urban events with high population density often lead to severe traffic congestion around the event venue, disrupting normal traffic flow and reducing commuter efficiency. This study proposes a reinforcement learning (RL)-based traffic management framework to dynamically optimize vehicle routing in such high-density scenarios. By leveraging a predefined shortest path as a baseline, the system intelligently reroutes origin-destination (OD) vehicles to mitigate congestion near the event",model_based_rl,3,1
46a098116d9318c050be8c6d97c60ed7d3ff0c39,"Intelligent cloud networking: Applying ai and reinforcement learning for dynamic traffic engineering, QoS optimization and threat detection in software-defined cloud architectures",2025,World Journal of Advanced Research and Reviews,1,"Cloud networks form the foundation for applications that need distributed systems and require low latency and top performance. The rising implementation of SDN alongside multi-cloud networks and edge systems has created significant hurdles in managing instantaneous traffic flow patterns and security threats together with network congestion. Conventional network management using rules is unable to properly control the large, diverse security threats present in current cloud environments. The inve",model_based_rl,3,n/a
3321ce8861ba53966d13cb5fcfac0c86be49c44c,Eco-Driving With Deep Reinforcement Learning at Signalized Intersections Considering On-the-Fly Queue Dissipation Estimation and Lane-Merging Disturbances,2025,IEEE Open Journal of Vehicular Technology,0,"Eco-driving research has grown significantly over the past decade, increasingly incorporating real-world traffic and road conditions such as road gradients, lane changes, and queue effects. However, most existing studies that account for queue effects are limited to single-lane scenarios, without considering lane-merging disturbances, and can only estimate queue length or discharge time within restricted regions. To address these limitations, this paper proposes a novel deep reinforcement learni",model_based_rl,3,n/a
790d5f91340d411e72bb4e0bc7a71509f73fbe27,Intelligent Road Network Management Supported by 6G and Deep Reinforcement Learning,2025,IEEE transactions on intelligent transportation systems (Print),6,"The high bandwidth, low latency, and extensive coverage of Sixth Generation (6G) communication technology provide robust data support and communication guarantees for intelligent road network management. This study aims to explore the application of 6G communication technology and deep reinforcement learning (DRL) algorithms in smart road network management, with the goal of enhancing the intelligence of traffic management systems. DRL algorithms are capable of handling complex traffic environme",model_based_rl,3,0
3d838aedbece7cf52a95de710343885cf05e12b2,Adaptive Tuning of Parameterized Traffic Controllers via Multi-Agent Reinforcement Learning,2025,arXiv.org,0,"Effective traffic control is essential for mitigating congestion in transportation networks. Conventional traffic management strategies, including route guidance and ramp metering, often rely on state feedback controllers, which are used for their simplicity and reactivity; however, they lack the adaptability required to cope with complex and time-varying traffic dynamics. This paper proposes a multi-agent reinforcement learning (RL) framework in which each agent adaptively tunes the parameters ",constrained_rl,3,0
75476c511a3c619a246788f287a643236a9d3a02,A Dynamic Cooperative Ramp Metering and Navigation Guidance Approach Based on Heterogeneous-Agent Reinforcement Learning,2025,IEEE Internet of Things Journal,0,"Ramp metering (RM) or navigation guidance (NG) plays a vital role in alleviating congestion. However, dynamically integrating RM and NG to achieve a “1+1>2” effect remains a challenge. To fill the technological gap, this article proposes a reinforcement learning-based dynamic cooperative RM and NG (DCRMNG) approach to conduct cooperative traffic control on the expressway system, which simultaneously adjusts demand and supply. Traffic congestion estimation (TCE) and route generation (RG) models a",constrained_rl,3,0
5caa359542a396b6788d22ca66f1391d2546eaa1,Risk-Constrained Multi-Objective Deep Reinforcement Learning for AGV Path Planning in Rail Transit,2025,Applied System Innovation,0,"Sensor-rich Automated Guided Vehicles (AGVs) are increasingly deployed in logistics, yet large fleets relying on fixed tracks face high maintenance costs and frequent route conflicts. This study targets rail-based material handling and proposes an end-to-end multi-AGV navigation pipeline under realistic operational constraints. A conflict-aware global planner, extended from the A* algorithm, generates feasible routes, while a multi-sensor perception stack integrates LiDAR and camera data to dist",constrained_rl,3,n/a
4b6b9f83eca768666e85443091f9c3015b14b2b0,Deep reinforcement learning for dynamic vehicle routing with demand and traffic uncertainty,2025,Operations Research Perspectives,13,,constrained_rl,3,n/a
828ff1d7d12070a1407eb05fa7a1f7cdeb99cdb3,Hierarchical Reinforcement Learning for Energy-Efficient API Traffic Optimization in Large-Scale Advertising Systems,2025,IEEE Access,28,"Digital advertising infrastructure represents a substantial component of global computing resources, with significant environmental impact due to its massive energy consumption and carbon footprint. This work addresses the sustainability challenges posed by inefficient API traffic management in large-scale advertising systems, where conventional static approaches lead to resource overprovisioning and energy waste. We propose AdaptiveGate, a sustainability-oriented hierarchical reinforcement lear",constrained_rl,3,n/a
f5a6e70837194a34c25fdafbcbb7b690ba2bca77,Multi-Agent Reinforcement Learning for Collaborative Autonomous Vehicle Fleets,2025,"2025 2nd International Conference on Recent Trends in Electrical, Electronics and Computing Technologies (ICRTEECT)",0,"Multi-agent reinforcement learning (MARL) is now a disruptive technology of autonomous vehicle (AV) fleets, which involves continuous vehicle decisions and coordination of vehicles to operate dynamically. The MARL allows AVs to acquire cooperative behaviors, such as adaptive platooning, intersection navigation, and collision avoidance, without any explicit programming: it uses either decentralized or centralized training regimes. Other techniques, like QMIX, MADDPG, and graph-based RL, may exten",constrained_rl,3,n/a
f212eec658df026876c5e16324cb17e9583a288e,Federated Reinforcement Learning for Edge AI Decision-Making in 6g-Enabled V2x Systems,2025,Journal of Artificial Intelligence &amp; Cloud Computing,1,"The evolution toward sixth‑generation (6G) networks introduces transformative capabilities in intelligent transportation, particularly throughultra‑reliable,
low‑latency vehicle‑to‑everything (V2X) communication. As autonomous and connected vehicles generate vast amounts of data at the edge, conventional
centralized learning approaches are increasingly constrained by privacy, bandwidth, and latency limitations. In this paper, we present a federated
reinforcement learning (FRL) framework that ena",constrained_rl,3,n/a
d30211fbd07af390c56faaeb0dadce132448a390,Ethics-Aware Safe Reinforcement Learning for Rare-Event Risk Control in Interactive Urban Driving,2025,,2,"Autonomous vehicles hold great promise for reducing traffic fatalities and improving transportation efficiency, yet their widespread adoption hinges on embedding credible and transparent ethical reasoning into routine and emergency maneuvers, particularly to protect vulnerable road users (VRUs) such as pedestrians and cyclists. Here, we present a hierarchical Safe Reinforcement Learning (Safe RL) framework that augments standard driving objectives with ethics-aware cost signals. At the decision ",constrained_rl,3,n/a
60a74362a93d1234b4ebe37b368151aaaeb21201,Safe Reinforcement Learning for Autonomous Electric Vehicles: A Comparative Analysis of RL,2025,"2025 IEEE 4th International Conference on Robotics, Automation, Artificial-Intelligence and Internet-of-Things (RAAICON)",0,"Autonomous vehicles (AVs) represent a key frontier in transportation innovation, offering advancements in safety, efficiency, and accessibility. Reinforcement Learning (RL), a specialized branch of machine learning, supports adaptive decision-making and autonomous control by enabling agents to learn optimal behaviors through interaction with dynamic environments. This study integrates safe reinforcement learning (Safe RL) techniques into diverse algorithms and simulated driving scenarios to enha",constrained_rl,3,n/a
11b7707c3e5edeee47d352a8fdf4ff7de67caa5b,Enhancing Autonomous Vehicle Navigation in Complex Environment With Semantic Proto‐Reinforcement Learning,2025,J. Field Robotics,2,"Despite great progress in autonomous vehicle (AV) navigation, the technical challenges within this space are still considerable when it comes to successful integration of AVs into complex real‐world environments. To tackle these challenges, this paper presents a new semantic proto‐reinforcement learning (SP‐RL) method for dynamic path planning and real‐time obstacle avoidance of an autonomous car that can be adapted to various weather conditions in localization‐deficient environments, while pred",constrained_rl,3,n/a
fea1f4f5807742d470b40ca381d711378c0041f4,Path Planning Strategy Optimization of Autonomous Driving Decision System Based on Reinforcement Learning,2025,"2025 5th International Conference on Electronics, Circuits and Information Engineering (ECIE)",0,"To address the challenge of balancing safety and efficiency in dynamic and constrained traffic environments, this study employs the Twin Delayed Deep Deterministic Policy Gradient (TD3) algorithm with a dual critic network to mitigate Q-value overestimation and optimize path planning in a continuous action space. A multi-dimensional state vector— including vehicle position, dynamic targets, traffic light status, and historical actions—is constructed, alongside a continuous velocity-curvature act",constrained_rl,3,n/a
1b5a126a58d40a1711eb1a328ac4aa707392c08b,Context-Aware Autonomous Driving System using Deep Reinforcement Learning and Edge-Assisted Trajectory Optimization Model,2025,2025 3rd International Conference on Data Science and Information System (ICDSIS),0,Autonomous vehicles encounter multiple obstacles when controlling themselves in complex and dynamic environments during real-time operations. The presented system implements driving autonomy with deep reinforcement learning and edge-computed trajectory optimization in a context-dependent fashion. We established a dual architecture structure which uses deep Q-network(s) for strategic choices and moves trajectory optimization to edge nodes for efficiency. The system achieved enhanced contextual un,constrained_rl,3,n/a
a2f8f94cf002887e197101b2374e2a5f6775964b,Hierarchical Deep Reinforcement Learning-Based Path Planning with Underlying High-Order Control Lyapunov Function—Control Barrier Function—Quadratic Programming Collision Avoidance Path Tracking Control of Lane-Changing Maneuvers for Autonomous Vehicles,2025,Electronics,6,"Path planning and collision avoidance are essential components of an autonomous driving system (ADS), ensuring safe navigation in complex environments shared with other road users. High-quality planning and reliable obstacle avoidance strategies are essential for advancing the SAE autonomy level of autonomous vehicles, which can largely reduce the risk of traffic accidents. In daily driving scenarios, lane changing is a common maneuver used to avoid unexpected obstacles such as parked vehicles o",constrained_rl,3,n/a
