paperId,title,year,venue,citationCount,abstract,source,pre_score
5b7ba8e4250568d0400235ff9a413ac253a90625,Disaster-Aware Path Planning Based on Reinforcement Learning for Postearthquake Emergency Response,2025,IEEE Transactions on Geoscience and Remote Sensing,3,"After earthquake disasters, ensuring that emergency rescue operations reach affected areas as quickly as possible, to maximize the rescue of lives and property and minimize secondary disaster losses, is the primary task of postearthquake emergency response. Remote sensing technology, characterized by its large-scale coverage, noncontact nature, and rapid response capabilities, provides valuable information for disaster area assessment and postearthquake emergency response path planning. However,",snowball5_citations_913ca159,2
f60bc5b4f46462ad29729617c97f6511ec2d8fe0,Expected-mean gamma-incremental reinforcement learning algorithm for robot path planning,2024,Expert systems with applications,17,,snowball5_citations_1bdc1cfc,2
1dcde2809dd4a186bdc951ad4e5f731b757fcba7,UniLCD: Unified Local-Cloud Decision-Making via Reinforcement Learning,2024,European Conference on Computer Vision,2,"Embodied vision-based real-world systems, such as mobile robots, require a careful balance between energy consumption, compute latency, and safety constraints to optimize operation across dynamic tasks and contexts. As local computation tends to be restricted, offloading the computation, ie, to a remote server, can save local resources while providing access to high-quality predictions from powerful and large models. However, the resulting communication and latency overhead has led to limited us",snowball5_citations_e4b04c00,2
78722f88ae4de8b33174c3d23d3aa7b657aaae4a,PathletRL: Trajectory Pathlet Dictionary Construction using Reinforcement Learning,2023,SIGSPATIAL/GIS,5,"Sophisticated location and tracking technologies have led to the generation of vast amounts of trajectory data. Of interest is constructing a small set of basic building blocks that can represent a wide range of trajectories, known as a trajectory pathlet dictionary. This dictionary can be useful in various tasks and applications, such as trajectory compression, travel time estimation, route planning, and navigation services. Existing methods for constructing a pathlet dictionary use a top-down ",snowball5_citations_700dc56e,2
485bfef4494fb5650606ad965ab0f9943f9c3200,Towards Better Service Personalization: Reinforcement Learning with Guarantee of User Preference,2022,Symposium on Intelligent Systems and Informatics,0,"There is a growing demand for personalized services in today's diverse society, requiring software to handle unique preferences for each user. Reinforcement learning (RL) is fre-quently used to offer personalized services because it is able to handle complicated preferences without the high design cost for their numerous combinations. The most representative weight sum method handles soft preferences well but cannot guarantee hard preferences and learning speed. This paper proposes Preference-Gu",snowball5_citations_f5c51284,2
02671d0dd1274b150893cb2daa0b7bcd0070c1d9,"Action-limited, Multimodal Deep Q Learning for AGV Fleet Route Planning",2021,CCEAI,7,"The superiority of Automated Guided Vehicle (AGV) fleet management system is often reflected in the time-efficient on overall dispatch/navigation. The reinforcement learning can then be applied to help provide an optimal route planning for such fleet. In this study, in order to obtain suitable navigation strategies for certain specific momentary road conditions, we propose an improved deep Q network. It modifies the regression loss calculation method by bounding the Q output of certain actions, ",snowball5_citations_f5c51284,2
248a624567659dd7338b55d303bc7cf918c4f3ae,Reinforcement Learning for PHEV Route Choice Based on Congestion Game,2021,,0,,snowball5_citations_f59132e0,2
ec90ff3ce90f5c70481cb9e68549b92126751fed,Automated clash resolution for reinforcement steel design in concrete frames via Q-learning and Building Information Modeling,2020,Automation in Construction,57,"Abstract The design of reinforcing steel bars (rebars) is critical to reinforced concrete (RC) structures. Generally, a good number of rebars are required by a design code, particularly at member connections. As such, rebar clashes (i.e., collisions and congestions) would be inevitable. It would be impractical, labor-intensive, and error-prone to avoid all possible clashes manually or even using standard design software. The building information modeling (BIM) technology has been utilized by the",snowball5_references_e4b04c00,2
536674a1ae6947715f4508ed8e431289888e39a7,Accelerating Learning of Route Choices With C2I: A Preliminary Investigation,2020,"Anais do Symposium on Knowledge Discovery, Mining and Learning (KDMiLe 2020)",4,"How to choose a route that takes you from A to B? This is an issue that is turning more and more important in modern societies. One way to address this agenda is through the use of communication between the infrastructure (network), and the demand (vehicles). In this paper, we use car-to-infrastructure (C2I) communication to investigate whether the road users (agents) can accelerate their learning process regarding route choice problem, via reinforcement learning (RL). We employ a microscopic si",snowball5_references_29d9e437,2
2a3424138b52f79c9aebce42285a185599a66d9f,A knowledge-free path planning approach for smart ships based on reinforcement learning,2019,Ocean Engineering,214,"Abstract The autonomous navigation of smart ships needs to meet their huge inertia and obey existing complex rules. A smart ship has to realise autonomous driving instead of manual operation, which consists of path planning and controlling. Toward to this goal, this research proposes a path planning and manipulating approach based on Q-learning, which can drive a cargo ship by itself without requiring any input from human experiences. At the very beginning, a ship is modelled with the Nomoto mod",snowball5_citations_f5c51284,2
d8b5801c638432c0f08eb7aeacec6277598b59be,Path Planning for Unmanned Vehicles Based on Value Function Approximation Algorithm,2019,2019 IEEE 15th International Conference on Control and Automation (ICCA),0,"This paper deals with the path planning problem for unmanned vehicles based on reinforcement learning. Considering the unmanned vehicles’ dynamic model, the neural network is used to approximate the value function. Besides, in order to make it more suitable for practical applications and speed up the learning process, the recursive least squares algorithm is used to eliminate the inverse operation. Then some experiments are implemented to verify the effectiveness of the proposed improved value f",snowball5_citations_f5c51284,2
c2508a7de42dbd356f14dd29dddf23a57731fcc9,Grid Path Planning with Deep Reinforcement Learning: Preliminary Results,2017,Biologically Inspired Cognitive Architectures,163,"Abstract Single-shot grid-based path finding is an important problem with the applications in robotics, video games etc. Typically in AI community heuristic search methods (based on A* and its variations) are used to solve it. In this work we present the results of preliminary studies on how neural networks can be utilized to path planning on square grids, e.g. how well they can cope with path finding tasks by themselves within the well-known reinforcement problem statement. Conducted experiment",snowball5_references_a2430ee6,2
