openalex_id,title,year,doi,venue,abstract
https://openalex.org/W2954371384,Hierarchical Sarsa Learning Based Route Guidance Algorithm,2019,https://doi.org/10.1155/2019/1019078,Journal of Advanced Transportation,"In modern society, route guidance problems can be found everywhere. Reinforcement learning models can be normally used to solve such kind of problems; particularly, Sarsa Learning is suitable for tackling with dynamic route guidance problem. But how to solve the large state space of digital road network is a challenge for Sarsa Learning, which is very common due to the large scale of modern road network. In this study, the hierarchical Sarsa learning based route guidance algorithm (HSLRG) is proposed to guide vehicles in the large scale road network, in which, by decomposing the route guidance task, the state space of route guidance system can be reduced. In this method, Multilevel Network method is introduced, and Differential Evolution based clustering method is adopted to optimize the multilevel road network structure. The proposed algorithm was simulated with several different scale road networks; the experiment results show that, in the large scale road networks, the proposed method can greatly enhance the efficiency of the dynamic route guidance system."
https://openalex.org/W4318778236,Flexible Route Planning for Multiple Mobile Robots by Combining Q–Learning and Graph Search Algorithm,2023,https://doi.org/10.3390/app13031879,Applied Sciences,"The use of multiple mobile robots has grown significantly over the past few years in logistics, manufacturing and public services. Conflict–free route planning is one of the major research challenges for such mobile robots. Optimization methods such as graph search algorithms are used extensively to solve route planning problems. Those methods can assure the quality of solutions, however, they are not flexible to deal with unexpected situations. In this article, we propose a flexible route planning method that combines the reinforcement learning algorithm and a graph search algorithm for conflict–free route planning problems for multiple robots. In the proposed method, Q–learning, a reinforcement algorithm, is applied to avoid collisions using off–line learning with a limited state space to reduce the total learning time. Each vehicle independently finds the shortest route using the A* algorithm, and Q–learning is used to avoid collisions. The effectiveness of the proposed method is examined by comparing it with conventional methods in terms of computation time and the quality of solutions. Computational results show that for dynamic transportation problems, the proposed method can generate the solutions with approximately 10% of the computation time compared to the conventional Q–learning approach. We found that the required computation time is linearly increased with respect to the number of vehicles and nodes in the problems."
https://openalex.org/W4389880213,Q-Learning for Autonomous Vehicle Navigation,2023,https://doi.org/10.1109/comrob60035.2023.10349747,,"In this work, we proposed and developed a reinforcement Q-learning method to do the lane-keeping and obstacle evasion driving maneuvers. We detail how to design a simple car simulator and how to use it to do the training. For each problem, we define different states, actions, and reward functions to obtain a Q-table. Next, we use it as a driving maneuver controller in a different simulation environment. With this method, our car successfully droves on a road different to where it was training. An important conclusion is the possibility to build, more complex controllers to do passing or behavior selectors."
https://openalex.org/W4391305615,Socially Intelligent Reinforcement Learning for Optimal Automated Vehicle Control in Traffic Scenarios,2024,https://doi.org/10.1109/tase.2023.3347264,IEEE Transactions on Automation Science and Engineering,"In this paper, a novel approach is presented for modeling the interaction dynamics between an ego car and a bicycle in a traffic scenario using a hybrid reinforcement learning framework combined with a social value orientation (SVO) model. The proposed framework leverages the SARSA algorithm to learn the optimal policy for the ego vehicle while incorporating risk cost as the negative log-likelihood of collision. Additionally, a customized SVO model is introduced to capture the social preferences of the ego car and the bicycle, defining the SVO of each agent as a continuous variable between egoistic and cooperative orientations. Furthermore, a weight parameter is incorporated in the framework to regulate the influence of the SVO model on the learning process. We demonstrate the effectiveness of our approach through extensive simulations, showing that the ego car can balance between maximizing its reward and avoiding collisions while considering the social preferences of the agents. The obtained results are compared to other models in the literature, and it is shown that the proposed method contributes to the development of safe and efficient autonomous driving systems that interact with human-driven vehicles in a socially intelligent mannerNote to Practitioners—This proposed framework is motivated by the pressing challenge of navigation for autonomous cars in complex urban driving scenarios and mixed traffic situations. With the increasing prevalence of autonomous vehicles on roads, developing intelligent navigation systems that can effectively interact with other road users has become essential. Our novel framework addresses this need by leveraging the SARSA algorithm to learn the optimal policy for the ego vehicle while incorporating risk cost as the negative log-likelihood of collision. Additionally, a customized SVO model is introduced to capture the social preferences of the ego car and the bicycle, defining the SVO of each agent as a continuous variable between egoistic and cooperative orientations. This enables autonomous vehicles to make informed decisions and navigate safely and efficiently. Our framework can enormously help the field of autonomous vehicle navigation and contribute significantly to developing safe, human-centric, and reliable transportation systems. The versatility of our approach is evident in its potential to support a network of autonomous vehicles interacting with multiple road users, thereby enhancing scalability. By leveraging the power of machine learning, our solution provides a robust and adaptable approach that can handle the diverse and ever-changing conditions of urban driving scenarios."
https://openalex.org/W2266073959,Sarsa Learning Based Route Guidance System with Global and Local Parameter Strategy,2015,https://doi.org/10.1587/transfun.e98.a.2686,IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences,"Route guidance system is one of the essential components of a vehicle navigation system in ITS. In this paper, a centrally determined route guidance system is established to solve congestion problems. The Sarsa learning method is used to guide vehicles, and global and local parameter strategy is proposed to adjust the vehicle guidance by considering the whole traffic system and local traffic environment, respectively. The proposed method can save the average driving time and relieve traffic congestion. The evaluation was done using two cases on different road networks. The experimental results show the efficiency and effectiveness of the proposed algorithm."
https://openalex.org/W3213976271,Reinforcement Learning for the True Adaptive Traffic Signal Control,2003,,,"The ability to exert real-time , adaptive control of transportation processes is the core of many intelligent transportation systems decision support tools. Reinforcement learning, an artificial intelligence approach undergoing development in the machine-learning community, offers key advantages in this regard. The ability of a control agent to learn relationships between control actions and their effect on the environment while pursuing a goal is a distinct improvement over prespecified models of the environment. Prespecified models are a prerequisite of conventional control methods and their accuracy limits the performance of control agents. This paper contains an introduction to Q-learning, a simple yet powerful reinforcement learning algorithm, and presents a case study involving application to traffic signal control. Encouraging results of the application to an isolated traffic signal, particularly under variable traffic conditions, are presented. A broader research effort is outlined, including extension to linear and networked signal systems and integration with dynamic route guidance. The research objective involves optimal control of heavily congested traffic across a two-dimensional road network—a challenging task for conventional traffic signal control methodologies."
https://openalex.org/W2985750211,Improved Q-learning based route planning method for UAVs in unknown environment,2019,https://doi.org/10.1109/icca.2019.8899478,,"Unmanned aerial vehicles (UAVs) have demonstrated their application value in many fields. With the rapidly interest in UAV technology, the body of research on autonomous route planning has enjoyed an accelerating rate of novel proposals and developments. Traditional roadmap-based global route planning algorithms and the local route planning algorithms easily trapped in local optimum are difficult to apply in unknown and complex environments. The reinforcement learning algorithm that perceives information through trial-and-error learning provides a new direction for the route planning of UAV. In this paper, a novel route planning algorithm based on improved Q-learning is proposed for UAV in an unknown environment. The prior knowledge is used to guide the UAV to select the action, and a new convergence method based on single state-action value difference is proposed to speed up the convergence rate. Finally, the simulation experiment results show that the proposed method is more effective than the original method, and the algorithm is feasible and effective for UAV route planning."
https://openalex.org/W3130088494,"Action-limited, Multimodal Deep Q Learning for AGV Fleet Route Planning",2021,https://doi.org/10.1145/3448218.3448219,,"The superiority of Automated Guided Vehicle (AGV) fleet management system is often reflected in the time-efficient on overall dispatch/navigation. The reinforcement learning can then be applied to help provide an optimal route planning for such fleet. In this study, in order to obtain suitable navigation strategies for certain specific momentary road conditions, we propose an improved deep Q network. It modifies the regression loss calculation method by bounding the Q output of certain actions, so that the network can focus on actions that are more in line with current road conditions. Moreover, multimodal deep Q learning is adopted to further improve fleet efficiency, owing to the help of multi-source monitoring data. Such learning collects action suggestions from each unimodal learning, and integrates their results through experience-based pooling calculations. The simulation results show the proposed method can optimize fleet management efficiency on time consumption level."
https://openalex.org/W4207000713,Agent-Based Route Planning with Deep Q Learning,2021,https://doi.org/10.23919/eleco54474.2021.9677711,2021 13th International Conference on Electrical and Electronics Engineering (ELECO),"Solving traffic congestion is one of the most important and complex problems, as it causes chaos in metropolitans, especially during rush hours. Traditional methods that continue to be used have proven to be inadequate, and as a result, the developing technology has affected all areas as well as the solutions to the traffic control problem. Intelligent Transportation Systems have emerged with the development of artificial intelligence and communication technologies. This study aims to reduce time in traffic by using an agent-based route planning method with deep Q learning. An agent which acts as a taxi in the generated traffic flow is also used to demonstrate the efficiency of the proposed method in taxi service. It is aimed to be able to comprehend the actions to be implemented in order to complete the given task in an effective way with deep Q learning, considering criteria such as travel time and waiting time for passengers as performance criteria in different scenarios."
https://openalex.org/W4413322311,Fuzzy Q-Learning with Fuzzified Bellman Equation for Unmanned Ground Vehicle Navigation,2025,https://doi.org/10.1109/icras65818.2025.11108832,,"This paper presents a novel Fuzzy Q-Learning with Fuzzified Bellman Equation (FQL-FBE) that is utilized to advance autonomous navigation in dynamic and unknown environments. A modified Fuzzified Bellman equation is introduced to integrate fuzzy logic into reinforcement learning by updating the Q-table using Fuzzy temporal differences. The proposed approach serves as a state-action value estimator, addressing challenges associated with continuous state-action spaces by introducing discretization for enhanced learning efficiency. Key advantages include low computational complexity, high adaptability to changing environmental conditions, effective handling of complex scenarios, smooth path generation, interpretability, and a fast learning process. The results of simulations and comparisons validate the efficiency of the proposed method, demonstrating enhanced obstacle avoidance, improved path efficiency, and reduced computational cost. This work marks a step forward in the development of robust and efficient solutions for real-time robotic navigation."
https://openalex.org/W3083096139,Q-learning-based route-guidance and vehicle assignment for OHT systems in semiconductor fabs,2020,https://doi.org/10.1109/asmc49169.2020.9185357,,"We present a reinforcement learning-based algorithm for route guidance and vehicle assignment of an overhead hoist transport system, a typical form of automated material handling system in semiconductor fabrication facilities (fabs). As the size of the fab increases, so does the number of vehicles required to operate in the fab. The algorithm most commonly used in industry, a mathematical optimization-based algorithm that constantly seeks the shortest routes, has been proven ineffective in dealing with fabs operating around 1,000 vehicles or more. In this paper, we introduce Q-learning, a reinforcement learning-based algorithm for route guidance and vehicle assignment. Q-learning dynamically reroutes the vehicles based on the congestion and traffic conditions. It also assigns vehicles to tasks based on the overall congestion of the track. We show that the proposed algorithm is considerably more effective than the existing algorithm in an actual fab-scale experiment. Moreover, we illustrate that the Q-learning-based algorithm is more effective in designing the track layouts."
https://openalex.org/W4313569897,Stability Analysis for Autonomous Vehicle Navigation Trained over Deep Deterministic Policy Gradient,2022,https://doi.org/10.3390/math11010132,Mathematics,"The Deep Deterministic Policy Gradient (DDPG) algorithm is a reinforcement learning algorithm that combines Q-learning with a policy. Nevertheless, this algorithm generates failures that are not well understood. Rather than looking for those errors, this study presents a way to evaluate the suitability of the results obtained. Using the purpose of autonomous vehicle navigation, the DDPG algorithm is applied, obtaining an agent capable of generating trajectories. This agent is evaluated in terms of stability through the Lyapunov function, verifying if the proposed navigation objectives are achieved. The reward function of the DDPG is used because it is unknown if the neural networks of the actor and the critic are correctly trained. Two agents are obtained, and a comparison is performed between them in terms of stability, demonstrating that the Lyapunov function can be used as an evaluation method for agents obtained by the DDPG algorithm. Verifying the stability at a fixed future horizon, it is possible to determine whether the obtained agent is valid and can be used as a vehicle controller, so a task-satisfaction assessment can be performed. Furthermore, the proposed analysis is an indication of which parts of the navigation area are insufficient in training terms."
https://openalex.org/W4412643748,Enhancing Emergency Vehicle Navigation in Smart Traffic Squares with Reinforcement Learning and Accurate Traffic Sense Recommendations,2025,https://doi.org/10.1007/s13177-025-00520-w,International Journal of Intelligent Transportation Systems Research,
https://openalex.org/W2990602094,Autonomous Vehicle for Obstacle Detection and Avoidance Using Reinforcement Learning,2019,https://doi.org/10.1007/978-981-15-0035-0_5,Advances in intelligent systems and computing,
https://openalex.org/W4415709025,Q-Learning-Based Energy-Aware Route Planning for Electric Vehicles on Real Road Networks with Charging Constraints,2025,https://doi.org/10.1109/asyu67174.2025.11208423,,"The electric vehicle (EV) routing problem requires not only minimizing the travel distance but also considering energy constraints and the spatial distribution of charging stations. In this work, we propose Q-learning and hierarchical Q-learning (HRL) based agents trained to generate energy-aware routes on real road networks. The environment is modeled as graph structures obtained from Berlin, Istanbul, and Ankara cities using OpenStreetMap data. Each state is represented by a 16-dimensional vector that includes distance to the destination, battery level, number of neighbors, nearby charging stations, and final reward dynamics. The reward function is a multi-component structure that incentivizes approaching the destination, penalizes unnecessary loops and backtracking, and rewards smart charging decisions. Experimental results show that HRL demonstrates superiority up to 25% in compact cities (Berlin), while Q-learning performs better in large areas and resource-constrained environments. Both approaches deviate from the shortest path only when necessary due to energy constraints and their performance is evaluated by metrics such as total reward, route length and number of charges."
https://openalex.org/W1988967157,Dynamic Route Guidance Using Neurodynamic Programming,2006,https://doi.org/10.1109/isda.2006.253779,,"This paper presents a dynamic route guidance method using neurodynamic programming based on the data of GPS-equipped taxies (probe vehicles). Specifically, approximate Q-learning is adopted and ineffective data were eliminated by observing the status of taximeters. The combination of the longitudes and latitudes of the intersections and the time were taken as the states of the algorithm. And the vehicles' running between the intersections was considered as the transition actions between the states. The neural network was adopted for approximating Q-factors, which denoted the travel time. By observing the probe vehicles' running in the road network, the neural network was trained so that the approximately optimal route-choice police could be obtained based on it. Finally, simulation on the basis of the electronic map data of Guangzhou city proves that the method is effective on the complex traffic conditions, even as the links' weights of the road network are unavailable and the state space is continuous"
https://openalex.org/W7108688088,Reinforcement learning-based route planning method for connected vehicles considering real-time road traffic information,2024,https://doi.org/10.1177/09544070241305667,Proceedings of the Institution of Mechanical Engineers Part D Journal of Automobile Engineering,"The economy, environment, and resident travel are significantly impacted by traffic congestion, which is a prevalent issue in urban traffic systems. Route planning is considered an effective method to address traffic congestion and enhance travel efficiency. Existing route planning methods have overlooked the impact of real-time traffic information on the timeliness of optimal routes. In this paper, an improved bureau of public roads-Q learning (IBPR-QL) control model considering real-time road traffic information is proposed for route planning of connected vehicles in cooperative vehicle-road scenarios. Firstly, the improved bureau of public roads (IBPR) function is enhanced through the utilization of speed state staging methodology, enabling adaptive adjustment of road priorities across different speed scenarios. Secondly, the IBPR function is incorporated into the Q-learning (QL) action value evaluation process to enhance model learning efficiency. Thirdly, predictive travel coefficient is proposed to mitigate congestion drift-induced oscillation phenomenon in road networks and enhance overall travel efficiency. Finally, road network datasets from four economically developed cities in China are utilized to construct a simulated road scene. The simulation results indicate that, compared to the classical QL method, IBPR-QL has a wider range of applicability across scenarios, effectively reducing travel time by 7.96%. In terms of alleviating the impact of congestion drift, the overall road network efficiency can be improved by 9.35%."
https://openalex.org/W4414452186,An Overview of Q‐Learning and Deep Q‐Learning for an Autonomous Multi‐ UAV Wireless Network,2025,https://doi.org/10.1111/exsy.70143,Expert Systems,"ABSTRACT In various fields, including environmental monitoring, communication, surveillance, and disaster response, unmanned aerial vehicles (UAVs) are increasingly essential. Autonomous multi‐UAV wireless networks (MUWNs), where multiple UAVs work together, offer powerful solutions in these fields. However, making these networks fully autonomous is challenging, especially concerning real‐time decision‐making, coordination, and resource management. In the field of literature, there is a demand for a comprehensive survey of recent developments in Q‐learning (QL) and deep Q‐learning (DQL) within MUWNs. To address this gap, we provide a thorough evaluation of QL and DQL approaches, focusing on their application in autonomous MUWNs. We highlight their roles in route planning, communication relays, and network optimization, discussing advantages and limitations. The survey also explores key challenges, including scalability, energy efficiency, and real‐time adaptability, and reviews how QL/DQL enhancements address them. In particular, this paper provides an overview of some QL and DQL applications in MUWNs, such as data retrieval, monitoring, aggregation, resource allocation, and task scheduling to support wireless connectivity, UAV‐assisted autonomous trajectory planning, navigation, security, and jamming avoidance. The use of these technologies enables the effective use of UAVs in smart cities, monitoring of industrial complexes, agricultural surveys, and border security. Additionally, using the knowledge gathered from our review, we identify and discuss several open challenges."
https://openalex.org/W2170607316,Double action Q-learning for obstacle avoidance in a dynamically changing environment,2005,https://doi.org/10.1109/ivs.2005.1505104,,"In this paper, we propose a new method for solving the reinforcement learning problem in a dynamically changing environment, as in vehicle navigation, in which the Markov decision process used in traditional reinforcement learning is modified so that the response of the environment is taken into consideration for determining the agent's next state. This is achieved by changing the action-value function to handle three parameters at a time, namely, the current state, action taken by the agent, and action taken by the environment. As it considers the actions by the agent and environment, it is termed ""double action"". Based on the Q-learning method, the proposed method is implemented and the update rule is modified to handle all of the three parameters. Preliminary results show that the proposed method has the sum of rewards (negative) 89.5% less than that of the traditional method. Apart from that, our new method also has the total number of collisions and mean steps used in one episode 89.5% and 15.5% lower than that of the traditional method respectively."
https://openalex.org/W3110830836,Integrated mode of transport: a predictive model for route guidance,2020,https://doi.org/10.1108/ijius-09-2020-0040,International Journal of Intelligent Unmanned Systems,"Purpose The purpose of this study is to provide real-time route guidance within city to help commuters. Design/methodology/approach In urban areas to avoid road congestion and to reach the destination on time, intelligent transport system (ITS) utilizes recent advanced technology. To support this, existing route guidance system (RGS) suggests alternative route to commuters. However, ITS requires a system which suggests the alternative route along with the mode of transport such as public, private, taxi services etc. Integrated mode of transport (IMT) implemented in this paper guides the commuters of urban area with the best mode of transport. Inputs to our IMT predictive model are the commuter's choice of (1) minimum travel time (2) minimum cost (3) flexible route and (4) less traffic intensity along with source and destination locations. Based on these user inputs, IMT predictive model suggests optimal mode of transport. In this paper to implement the IMT model, we have considered the transport facility available in Bangalore, a city in India. The city has metro train, bus and taxi services available to the commuters. Implementation is divided into two parts. In the first part, the model checks for the end-to-end connectivity/availability of metro train facility. If metro train connectivity exists, the model concludes this as the best mode of travel. In the second part, for the routes which are not connected by metro train, the optimal mode of transport through road network will be suggested. In the first part, to check the existence of metro train along the routes between source and destination, location-IQ API is used. In the later part, to suggest transport along the road network, Q-learning algorithm of reinforcement learning technique is used. Findings The findings are the predictive model algorithm to find the best mode of transfer and reinforcement model used in real time route guidance system. Originality/value This is a new Idea, not proposed in any research work."
https://openalex.org/W4402198437,Intelligent Route Planning Method for UAV Based on Swarm Intelligence and Deep Learning Technology,2024,https://doi.org/10.31577/cai_2024_4_874,Computing and Informatics,"Due to its potential applications in numerous industries, Unmanned Aerial Vehicles (UAVs) have gained considerable attention recently. UAV networks that are autonomous and decentralized have various practical uses, such as in disaster recovery, environmental monitoring, and security surveillance. Due to frequent route distractions and traffic congestion at high node speeds, the performance of routing systems in these networks drops considerably. UAVs with a mission to gather sensory data from various sources require meticulous route planning to decrease traffic congestion effectively. Due to flight time, range, and coverage area limitations, efficient route planning is crucial for maximizing the efficiency of UAV data collection. Optimal route planning and a delicate balancing act between these critical parameters are two of the biggest obstacles in sensory data gathering. This study presents a new method for dealing with these issues by developing an Intelligent Route Planning for Sensory Data Collection (IRP-SDC) system to optimize autonomous UAV route planning with congestion-aware modelling by considering time, distance, and area coverage limits. The IRP-SDC framework uses Multi-Objective Grey Wolf Optimization and Deep Q-Learning (MOGWO-DQL) for smart UAV route planning. The MOGWO algorithm, developed after observing the hunting techniques of grey wolves, can perform a worldwide search, which helps determine the most efficient paths to take after gathering information. DQL, on the other hand, has adaptive learning capabilities that can modify the UAV's flight path in response to alterations in its external environment. The suggested framework combines the two techniques to maximize the usefulness of UAVs in gathering sensory data. Extensive trials were carried out to prove the efficacy of the proposed technique. The IRP-SDC system beats previous approaches concerning time, distance, and area coverage by providing an ideal route for a UAV to acquire sensory data."
